Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on ANASTASIA	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on BF2I-MAP	Tools available on BioBix	Tools available on CIRM-CFBP	Tools available on Center for Phage Technology (CPT)	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CorGAT	Tools available on CropGalaxy	Tools available on Dintor	Tools available on FreeBioinfo	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on Protologger	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	No. of tool users (2022-2023) (usegalaxy.eu)	Total tool usage (usegalaxy.eu)	Reviewed	Deprecated	To keep
barcode_splitter	barcode_splitter	A utility to split sequence files using multiple sets of barcodes								To update	https://bitbucket.org/princeton_genomics/barcode_splitter/	Fastq Manipulation	barcode_splitter	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/barcode_splitter	https://github.com/galaxyproject/tools-iuc/tree/main/tools/barcode_splitter	0.18.4.0	barcode_splitter	0.18.6			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
berokka	berokka	Berokka is used to trim, circularise, orient & filter long read bacterial genome assemblies.								To update	https://github.com/tseemann/berokka	Fasta Manipulation	berokka	iuc	https://github.com/galaxyproject/tools-iuc/blob/master/tools/berokka	https://github.com/galaxyproject/tools-iuc/tree/main/tools/berokka	0.2.3	berokka				0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
bionano	bionano_scaffold	Bionano Solve is a set of tools for analyzing Bionano data								To update	https://bionanogenomics.com/	Assembly	bionano	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/bionano	https://github.com/bgruening/galaxytools/tree/master/tools/bionano	3.7.0					1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	112	531	False		
biscot	biscot	Bionano scaffolding correction tool								To update	https://github.com/institut-de-genomique/biscot	Assembly	biscot	iuc	https://github.com/bgruening/iuc/tree/master/tools/biscot	https://github.com/galaxyproject/tools-iuc/tree/main/tools/biscot	2.3.3	biscot				0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	False		
blast_rbh	blast_reciprocal_best_hits	BLAST Reciprocal Best Hits (RBH) from two FASTA files								To update	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast_rbh	Fasta Manipulation, Sequence Analysis	blast_rbh	peterjc	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast_rbh	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast_rbh	0.3.0	biopython	1.70			0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	121	22499	False		
blast_to_scaffold	blast2scaffold	Generate DNA scaffold from blastn or tblastx alignments of Contigs								To update	http://artbio.fr	RNA, Sequence Analysis, Assembly	blast_to_scaffold	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/blast_to_scaffold	https://github.com/ARTbio/tools-artbio/tree/main/tools/blast_to_scaffold	1.1.0	python				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	False		
blast_unmatched	blast_unmatched	Extract unmatched query sequences from blast								To update	http://artbio.fr	Fasta Manipulation	blast_unmatched	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/blast_unmatched	https://github.com/ARTbio/tools-artbio/tree/main/tools/blast_unmatched	1.0.1	python				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
blastparser_and_hits	BlastParser_and_hits	Parse blast outputs and compile hits								To update	http://artbio.fr	Assembly, RNA	blastparser_and_hits	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/blastparser_and_hits	https://github.com/ARTbio/tools-artbio/tree/main/tools/blastparser_and_hits	2.7.1	python				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	False		
blastx_to_scaffold	blastx2scaffold	Generate DNA scaffold from blastx alignment of Contigs								To update	http://artbio.fr	RNA, Sequence Analysis, Assembly	blastx_to_scaffold	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/blastx_to_scaffold	https://github.com/ARTbio/tools-artbio/tree/main/tools/blastx_to_scaffold	1.1.1	python				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
blobtoolkit	blobtoolkit	Identification and isolation non-target data in draft and publicly available genome assemblies.								To update	https://blobtoolkit.genomehubs.org/	Sequence Analysis, Assembly	blobtoolkit	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/blobtoolkit	https://github.com/bgruening/galaxytools/tree/master/tools/blobtoolkit	4.0.7					0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	685	False		
cap3	cap3	cap3 wrapper								To update	http://artbio.fr	Assembly	cap3	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/cap3	https://github.com/ARTbio/tools-artbio/tree/main/tools/cap3	2.0.1	cap3	10.2011			0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	101	7766	False		
cdhit	cd_hit	Cluster or compare biological sequence datasets	cd-hit	cd-hit		cd-hit	Cluster a nucleotide dataset into representative sequences.	Sequence clustering	Sequencing	Up-to-date	http://weizhongli-lab.org/cd-hit/	Sequence Analysis, Fasta Manipulation	cd_hit	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/cdhit	https://github.com/galaxyproject/tools-iuc/tree/main/tools/cdhit	4.8.1	cd-hit	4.8.1	Sequence clustering	Sequencing	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	280	4474	False		
cherry_pick_fasta	cherry_pick_fasta	Pick fasta sequence with specific header content								To update	http://artbio.fr	Fasta Manipulation	cherry_pick_fasta	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/cherry_pick_fasta	https://github.com/ARTbio/tools-artbio/tree/main/tools/cherry_pick_fasta	4.1	python				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	False		
circexplorer2	circexplorer2	Comprehensive and integrative circular RNA analysis toolset.	circexplorer2	circexplorer2		CIRCexplorer2	Genome-wide annotation of circRNAs and their alternative back-splicing/splicing.		RNA splicing, Gene transcripts, Literature and language	Up-to-date	https://github.com/YangLab/CIRCexplorer2	RNA, Assembly	circexplorer2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/circexplorer2	https://github.com/galaxyproject/tools-iuc/tree/main/tools/circexplorer2	2.3.8	circexplorer2	2.3.8		RNA splicing, Gene transcripts, Literature and language	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	269	False		
clc_assembly_cell	clc_assembler, clc_mapper	Galaxy wrapper for the CLC Assembly Cell suite from CLCBio								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/clc_assembly_cell	Assembly, Next Gen Mappers, SAM	clc_assembly_cell	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/clc_assembly_cell	https://github.com/peterjc/pico_galaxy/tree/master/tools/clc_assembly_cell	0.0.7	samtools	1.20			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
combine_assembly_stats	combine_stats	Combine multiple Assemblystats datasets into a single tabular report								To update	https://github.com/phac-nml/galaxy_tools	Assembly	combine_assemblystats	nml	https://github.com/phac-nml/galaxy_tools	https://github.com/phac-nml/galaxy_tools/tree/master/tools/combine_assembly_stats	1.0	perl-getopt-long	2.58			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
convert_solid_color2nuc	color2nuc	Convert Color Space to Nucleotides								To update		Fasta Manipulation	convert_solid_color2nuc	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/convert_solid_color2nuc	https://github.com/galaxyproject/tools-devteam/tree/main/tools/convert_solid_color2nuc	1.0.0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
count_roi_variants	count_roi_variants	Count sequence variants in region of interest in BAM file								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/count_roi_variants	Assembly, SAM	count_roi_variants	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/count_roi_variants	https://github.com/peterjc/pico_galaxy/tree/master/tools/count_roi_variants	0.0.6	samtools	1.20			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
coverage_stats	coverage_stats	BAM coverage statistics using samtools idxstats and depth								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/coverage_stats	Assembly, SAM	coverage_stats	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/coverage_stats	https://github.com/peterjc/pico_galaxy/tree/master/tools/coverage_stats	0.1.0	samtools	1.20			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
cutadapt	cutadapt	Flexible tool to remove adapter sequences (and quality trim) high throughput sequencing reads (fasta/fastq).	cutadapt	cutadapt		Cutadapt	Find and remove adapter sequences, primers, poly-A tails and other types of unwanted sequence from your high-throughput sequencing reads.	Sequence trimming, Primer removal, Read pre-processing	Genomics, Probes and primers, Sequencing	To update	https://cutadapt.readthedocs.org/en/stable/	Fasta Manipulation, Fastq Manipulation, Sequence Analysis	cutadapt	lparsons	https://github.com/galaxyproject/tools-iuc/tree/master/tools/cutadapt	https://github.com/galaxyproject/tools-iuc/tree/main/tools/cutadapt	4.8	cutadapt	4.9	Sequence trimming, Primer removal, Read pre-processing	Genomics, Probes and primers, Sequencing	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	5090	232004	False		
disco	disco	DISCO is a overlap-layout-consensus (OLC) metagenome assembler	disco	disco		DISCO	DISCO is software to perform structure determination of protein homo-oligomers with cyclic symmetry.DISCO computes oligomeric protein structures using geometric constraints derived from RDCs and intermolecular distance restraints such as NOEs or disulfide bonds. When a reliable subunit structure can be calculated from intramolecular restraints, DISCO guarantees that all satisfying oligomer structures will be discovered, yet can run in minutes to hours on only a single desktop-class computer.	Protein sequence analysis	Structure determination	To update	http://disco.omicsbio.org/	Metagenomics, Assembly	disco	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/disco/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/disco		disco	1.2	Protein sequence analysis	Structure determination	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	42	369	False		
ear	make_ear	A tool to compile assembly reports and stastics from assembly pipeline								To update	https://github.com/ERGA-consortium/EARs/tree/main	Sequence Analysis, Assembly	erga_ear	iuc	https://github.com/ERGA-consortium/EARs/tree/main	https://github.com/bgruening/galaxytools/tree/master/tools/ear	1.0.0	reportlab				0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
emboss_5	EMBOSS: antigenic1, EMBOSS: backtranseq2, EMBOSS: banana3, EMBOSS: biosed4, EMBOSS: btwisted5, EMBOSS: cai6, EMBOSS: cai_custom6, EMBOSS: chaos7, EMBOSS: charge8, EMBOSS: checktrans9, EMBOSS: chips10, EMBOSS: cirdna11, EMBOSS: codcmp12, EMBOSS: coderet13, EMBOSS: compseq14, EMBOSS: cpgplot15, EMBOSS: cpgreport16, EMBOSS: cusp17, EMBOSS: cutseq18, EMBOSS: dan19, EMBOSS: degapseq20, EMBOSS: descseq21, EMBOSS: diffseq22, EMBOSS: digest23, EMBOSS: dotmatcher24, EMBOSS: dotpath25, EMBOSS: dottup26, EMBOSS: dreg27, EMBOSS: einverted28, EMBOSS: epestfind29, EMBOSS: equicktandem31, EMBOSS: est2genome32, EMBOSS: etandem33, EMBOSS: extractfeat34, EMBOSS: extractseq35, EMBOSS: freak36, EMBOSS: fuzznuc37, EMBOSS: fuzzpro38, EMBOSS: fuzztran39, EMBOSS: garnier40, EMBOSS: geecee41, EMBOSS: getorf42, EMBOSS: helixturnhelix43, EMBOSS: hmoment44, EMBOSS: iep45, EMBOSS: infoseq46, EMBOSS: isochore47, EMBOSS: lindna48, EMBOSS: marscan49, EMBOSS: maskfeat50, EMBOSS: maskseq51, EMBOSS: matcher52, EMBOSS: megamerger53, EMBOSS: merger54, EMBOSS: msbar55, EMBOSS: needle56, EMBOSS: newcpgreport57, EMBOSS: newcpgseek58, EMBOSS: newseq59, EMBOSS: noreturn60, EMBOSS: notseq61, EMBOSS: nthseq62, EMBOSS: octanol63, EMBOSS: oddcomp64, EMBOSS: palindrome65, EMBOSS: pasteseq66, EMBOSS: patmatdb67, EMBOSS: pepcoil68, EMBOSS: pepinfo69, EMBOSS: pepnet70, EMBOSS: pepstats71, EMBOSS: pepwheel72, EMBOSS: pepwindow73, EMBOSS: pepwindowall74, EMBOSS: plotcon75, EMBOSS: plotorf76, EMBOSS: polydot77, EMBOSS: preg78, EMBOSS: prettyplot79, EMBOSS: prettyseq80, EMBOSS: primersearch81, EMBOSS: revseq82, EMBOSS: seqmatchall83, EMBOSS: seqret84, EMBOSS: showfeat85, EMBOSS: shuffleseq87, EMBOSS: sigcleave88, EMBOSS: sirna89, EMBOSS: sixpack90, EMBOSS: skipseq91, EMBOSS: splitter92, EMBOSS: supermatcher95, EMBOSS: syco96, EMBOSS: tcode97, EMBOSS: textsearch98, EMBOSS: tmap99, EMBOSS: tranalign100, EMBOSS: transeq101, EMBOSS: trimest102, EMBOSS: trimseq103, EMBOSS: twofeat104, EMBOSS: union105, EMBOSS: vectorstrip106, EMBOSS: water107, EMBOSS: wobble108, EMBOSS: wordcount109, EMBOSS: wordmatch110	Galaxy wrappers for EMBOSS version 5.0.0 tools	emboss	emboss		EMBOSS	Diverse suite of tools for sequence analysis; many programs analagous to GCG; context-sensitive help for each tool.	Sequence analysis, Local alignment, Sequence alignment analysis, Global alignment, Sequence alignment	Molecular biology, Sequence analysis, Biology	To update	http://emboss.open-bio.org/	Sequence Analysis, Fasta Manipulation	emboss_5	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/emboss_5	https://github.com/galaxyproject/tools-iuc/tree/main/tools/emboss_5	5.0.0	emboss	6.6.0	Sequence analysis, Local alignment, Sequence alignment analysis, Global alignment, Sequence alignment	Molecular biology, Sequence analysis	107	107	107	107	107	107	107	107	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	107	0	0	107	0	0	0	107	0	0	0	0	0	0	0	0	107	107	1816	89530	False		
fasplit	fasplit	faSplit is a tool to split a single FASTA file into several files	UCSC_Genome_Browser_Utilities	UCSC_Genome_Browser_Utilities		UCSC Genome Browser Utilities	Utilities for handling sequences and assemblies from the UCSC Genome Browser project.		Sequence analysis	Up-to-date	http://hgdownload.cse.ucsc.edu/admin/exe/	Fasta Manipulation	ucsc_fasplit	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ucsc-tools/fasplit	https://github.com/galaxyproject/tools-iuc/tree/main/tools/ucsc_tools/fasplit	377	ucsc-fasplit	377		Sequence analysis	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	242	2644	False		
fasta_clipping_histogram	cshl_fasta_clipping_histogram	Length Distribution chart								Up-to-date	http://hannonlab.cshl.edu/fastx_toolkit/	Fasta Manipulation, Graphics, Statistics	fasta_clipping_histogram	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/fastx_toolkit/fasta_clipping_histogram	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/fastx_toolkit/fasta_clipping_histogram	0.0.14	fastx_toolkit	0.0.14			0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	False		
fasta_compute_length	fasta_compute_length	Compute sequence length								To update		Fasta Manipulation	fasta_compute_length	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fasta_compute_length	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fasta_compute_length	1.0.3	python				1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	380	7758	False		
fasta_concatenate_by_species	fasta_concatenate0	Concatenate FASTA alignment by species								To update		Fasta Manipulation	fasta_concatenate_by_species	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fasta_concatenate_by_species	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fasta_concatenate_by_species	0.0.1	bx-python	0.11.0			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	88	35793	False		
