Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
mgnify-amplicon-pipeline-v5-its/main	WorkflowHub	1273	https://workflowhub.eu/workflows/1273?version=2	Rand Zoabi, Paul Zierep		2025-03-26	2025-12-12	2	2	30.0	, collection_element_identifiers, __FILTER_FROM_FILE__, tp_awk_tool, __FILTER_EMPTY_DATASETS__, mapseq, bedtools_maskfastabed, biom_convert, taxonomy_krona_chart	Mapping, Visualisation, Formatting, k-mer counting		Apache-2.0		Intergalactic Workflow Commission (IWC)	True	False
mgnify-amplicon-pipeline-v5-quality-control-paired-end/main	WorkflowHub	1272	https://workflowhub.eu/workflows/1272?version=2	Rand Zoabi, Paul Zierep		2025-03-26	2025-12-12	2	2	17.0	prinseq, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastp, fastqc, mgnify_seqprep, trimmomatic, tp_find_and_replace, __UNZIP_COLLECTION__	Sequence composition calculation, Sequence contamination filtering, Validation, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing, Nucleic acid design		Apache-2.0		Intergalactic Workflow Commission (IWC)	True	False
mgnify-amplicon-pipeline-v5-quality-control-single-end/main	WorkflowHub	1271	https://workflowhub.eu/workflows/1271?version=3	Rand Zoabi, Paul Zierep		2025-03-26	2025-12-12	3	3	14.0	prinseq, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastqc, trimmomatic, tp_find_and_replace	Sequence composition calculation, Sequence contamination filtering, Validation, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing		Apache-2.0		Intergalactic Workflow Commission (IWC)	True	False
mgnify-amplicon-pipeline-v5-rrna-prediction/main	WorkflowHub	1270	https://workflowhub.eu/workflows/1270?version=2	Rand Zoabi, Paul Zierep		2025-03-26	2025-12-12	2	2	47.0	, collection_element_identifiers, cshl_fasta_formatter, __FILTER_FROM_FILE__, tp_awk_tool, gops_concat_1, cmsearch_deoverlap, infernal_cmsearch, __FILTER_EMPTY_DATASETS__, mapseq, query_tabular, biom_convert, bedtools_getfastabed, taxonomy_krona_chart	Mapping, Comparison, Formatting, Alignment, k-mer counting, Nucleic acid feature detection, Visualisation		Apache-2.0		Intergalactic Workflow Commission (IWC)	True	False
mgnify-amplicon-taxonomic-summary-tables/main	WorkflowHub	1269	https://workflowhub.eu/workflows/1269?version=2	Rand Zoabi		2025-03-26	2025-12-12	2	2	10.0	tp_awk_tool, collection_column_join, filter_tabular, query_tabular, Grouping1			MIT		Intergalactic Workflow Commission (IWC)	True	False
clinicalmp-discovery/main	WorkflowHub	1225	https://workflowhub.eu/workflows/1225?version=1	Subina Mehta		2024-12-10	2025-11-27	1	1	24.0	Cut1, Remove beginning1, fasta_cli, ident_params, maxquant, Grep1, Filter1, tp_cat, msconvert, fasta2tab, fasta_merge_files_and_filter_unique_sequences, search_gui, filter_tabular, query_tabular, Grouping1, dbbuilder, peptide_shaker	Principal component plotting, Formatting, Imputation, Clustering, Filtering, Statistical calculation, Heat map generation, Protein quantification, Standardisation and normalisation, Visualisation		CC-BY-4.0		Intergalactic Workflow Commission (IWC)	True	False
clinicalmp-data-interpretation/main	WorkflowHub	1219	https://workflowhub.eu/workflows/1219?version=1	GalaxyP		2024-11-26	2025-11-27	1	1	6.0	unipept, Grep1, msstatstmt	Prediction and recognition, Visualisation		CC-BY-4.0		Intergalactic Workflow Commission (IWC)	True	False
clinicalmp-verification/main	WorkflowHub	1218	https://workflowhub.eu/workflows/1218?version=1	Pratik Jagtap		2024-11-26	2025-11-27	1	1	19.0	Cut1, Remove beginning1, uniprotxml_downloader, collapse_dataset, Filter1, fasta_merge_files_and_filter_unique_sequences, query_tabular, tp_cat, Grouping1, dbbuilder, pepquery2			CC-BY-4.0		Intergalactic Workflow Commission (IWC)	True	False
clinicalmp-database-generation/main	WorkflowHub	1216	https://workflowhub.eu/workflows/1216?version=1	Subina Mehta		2024-11-23	2025-11-27	1	1	3.0	fasta_merge_files_and_filter_unique_sequences, metanovo	de Novo sequencing, Protein identification, Tag-based peptide identification, Target-Decoy, Expression analysis		CC-BY-4.0		Intergalactic Workflow Commission (IWC)	True	False
clinicalmp-quantitation/main	WorkflowHub	1177	https://workflowhub.eu/workflows/1177?version=1	GalaxyP		2024-10-07	2026-01-29	1	1	7.0	"extract peptides
Cut1, maxquant, extracting microbial Proteins
Grep1, extract proteins
Cut1, Quantified-Proteins
Grouping1, Quantified-Peptides
Grouping1, extracting microbial Peptides
Grep1"	Principal component plotting, Imputation, Clustering, Statistical calculation, Heat map generation, Protein quantification, Standardisation and normalisation, Visualisation		CC-BY-4.0		Intergalactic Workflow Commission (IWC)	True	False
bacterial-genome-assembly/main	WorkflowHub	1043	https://workflowhub.eu/workflows/1043?version=12	Abromics None, Pierre Marin, Clea Siguret	abromics, assembly, fastq, genomics, bacterial-genomics, paired-end, quality	2025-12-04	2025-12-04	12	12	5.0	bandage_info, tooldistillator, tooldistillator_summarize, bandage_image, shovill	Genome assembly, Data parsing, Sequence assembly visualisation		GPL-3.0-or-later		Intergalactic Workflow Commission (IWC)	True	False
quality-and-contamination-control/main	WorkflowHub	1052	https://workflowhub.eu/workflows/1052?version=11	ABRomics None, Pierre Marin, Clea Siguret	abromics, fastq, genomics, bacterial-genomics, paired-end, quality, taxonomy-assignment, trimming	2025-06-19	2025-12-12	11	11	8.0	kraken2, __ZIP_COLLECTION__, est_abundance, tooldistillator, fastp, tooldistillator_summarize, recentrifuge, __UNZIP_COLLECTION__	Sequence contamination filtering, Statistical calculation, Cross-assembly, Sequencing quality control, Data parsing, Taxonomic classification, Expression analysis		GPL-3.0-or-later		Intergalactic Workflow Commission (IWC)	True	False
qiime2-III-VI-downsteam/QIIME2-III-V-Phylogeny-Rarefaction-Taxonomic-Analysis	WorkflowHub	1090	https://workflowhub.eu/workflows/1090?version=2	Debjyoti Ghosh		2024-11-26	2025-12-12	2	2	3.0	Taxonomic analysis, Rarefaction, Phylogenetic tree for diversity analysis			MIT		Intergalactic Workflow Commission (IWC)	True	False
gene-based-pathogen-identification/main	WorkflowHub	1062	https://workflowhub.eu/workflows/1062?version=1	Engy Nasr, Bérénice Batut, Paul Zierep		2024-06-26	2025-11-27	1	1	15.0	collection_element_identifiers, param_value_from_file, abricate, tp_find_and_replace, split_file_to_collection, bandage_image, fasta2tab, medaka_consensus_pipeline, flye, __BUILD_LIST__, compose_text_param, tab2fasta	Mapping assembly, Base-calling, Antimicrobial resistance prediction, De-novo assembly, Variant calling, Genome assembly, Sequence assembly visualisation, Cross-assembly, Sequence assembly		MIT	10.48546/workflowhub.workflow.1062.1	Intergalactic Workflow Commission (IWC)	True	False
pathogen-detection-pathogfair-samples-aggregation-and-visualisation/main	WorkflowHub	1060	https://workflowhub.eu/workflows/1060?version=1	Engy Nasr, Bérénice Batut, Paul Zierep		2024-06-26	2025-11-27	1	1	60.0	Remove beginning1, regexColumn1, fasttree, __FILTER_FAILED_DATASETS__, Cut1, Count1, collection_column_join, fasta_merge_files_and_filter_unique_sequences, __FILTER_EMPTY_DATASETS__, Grouping1, tp_multijoin_tool, ggplot2_heatmap, tp_replace_in_column, tp_sorted_uniq, bedtools_getfastabed, clustalw, collapse_dataset, tab2fasta, tp_split_on_column, fasta2tab, regex1, newick_display	Mapping, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Multiple sequence alignment, Phylogenetic tree reconstruction, Phylogenetic tree analysis, Phylogenetic tree generation (from molecular sequences), Phylogenetic tree generation, Visualisation		MIT	10.48546/workflowhub.workflow.1060.1	Intergalactic Workflow Commission (IWC)	True	False
taxonomy-profiling-and-visualization-with-krona/main	WorkflowHub	1059	https://workflowhub.eu/workflows/1059?version=1	Engy Nasr, Bérénice Batut, Paul Zierep		2024-06-26	2025-11-27	1	1	3.0	kraken2, krakentools_kreport2krona, taxonomy_krona_chart	Aggregation, Taxonomic classification, Visualisation		MIT	10.48546/workflowhub.workflow.1059.1	Intergalactic Workflow Commission (IWC)	True	False
bacterial_genome_annotation/main	WorkflowHub	1050	https://workflowhub.eu/workflows/1050?version=13	ABRomics None, Pierre Marin, Clea Siguret	abromics, annotation, genomics, bacterial-genomics, fasta, genome-annotation	2025-12-06	2025-12-06	13	13	6.0	isescan, integron_finder, tooldistillator, tooldistillator_summarize, bakta, plasmidfinder	Genome annotation, Protein feature detection, Structural variation detection, Data parsing, Multilocus sequence typing, Genome assembly, Scaffolding, Nucleic acid feature detection, Sequence motif recognition		GPL-3.0-or-later		Intergalactic Workflow Commission (IWC)	True	False
amr_gene_detection/main	WorkflowHub	1049	https://workflowhub.eu/workflows/1049?version=9	ABRomics None, Pierre Marin, Clea Siguret	abromics, amr, amr-detection, genomics, antibiotic-resistance, antimicrobial resistance, antimicrobial-resistance-genes, bacterial-genomics, fasta	2025-12-04	2025-12-04	9	9	5.0	staramr_search, abricate, tooldistillator, amrfinderplus, tooldistillator_summarize	Antimicrobial resistance prediction, Data parsing		GPL-3.0-or-later		Intergalactic Workflow Commission (IWC)	True	False
dada2/main	WorkflowHub	790	https://workflowhub.eu/workflows/790?version=3	Matthias Bernt	name:amplicon	2025-03-26	2025-12-12	3	3	14.0	dada2_assignTaxonomyAddspecies, dada2_plotQualityProfile, dada2_makeSequenceTable, dada2_mergePairs, dada2_removeBimeraDenovo, dada2_seqCounts, dada2_filterAndTrim, dada2_learnErrors, __APPLY_RULES__, dada2_dada, __UNZIP_COLLECTION__	DNA barcoding, Variant calling		MIT		Intergalactic Workflow Commission (IWC)	True	False
Refining Genome Annotations with Apollo (prokaryotes)	WorkflowHub	749	https://workflowhub.eu/workflows/749?version=1	Anthony Bretaudeau	genome-annotation	2024-02-14	2025-11-04	1	1	5.0	list_organism, create_account, create_or_update, jbrowse, iframe	Genome visualisation		CC-BY-4.0	10.48546/workflowhub.workflow.749.1	EuroScienceGateway	True	False
TB Variant Analysis v1.0	WorkflowHub	1647	https://workflowhub.eu/workflows/1647?version=2		gtn, galaxy, pathogen, tuberculosis	2026-01-12	2026-01-12	2	2	15.0	kraken2, qualimap_bamqc, tb_variant_filter, tp_sed_tool, multiqc, bcftools_consensus, mosdepth, tp_awk_tool, __FLATTEN__, fastp, EMBOSS: seqret84, tb_profiler_profile, snippy, tbvcfreport	Validation, Sequence analysis, Sequencing quality control, Antimicrobial resistance prediction, Taxonomic classification, Variant calling, Global alignment, Sequence contamination filtering, Phylogenetic tree visualisation, Local alignment, Sequence alignment, Sequence alignment analysis, Phylogenetic tree generation		AGPL-3.0-or-later		Galaxy Training Network	True	False
Quality and contamination control in bacterial isolate using Illumina MiSeq Data	WorkflowHub	2043	https://workflowhub.eu/workflows/2043?version=1		gtn, galaxy, sequence-analysis	2025-12-22	2025-12-22	1	1	5.0	kraken2, est_abundance, falco, fastp, recentrifuge	Sequencing quality control, Taxonomic classification, Read mapping, Sequence contamination filtering, Statistical calculation, Cross-assembly, Expression analysis, Visualisation		GPL-3.0-or-later		Galaxy Training Network	True	False
Taxonomic Profiling and Visualization of Metagenomic Data	WorkflowHub	1470	https://workflowhub.eu/workflows/1470?version=2		gtn, galaxy, microbiome	2025-12-22	2025-12-22	2	2	10.0	kraken2, krakentools_kreport2krona, est_abundance, interactive_tool_pavian, kraken_biom, metaphlan, interactive_tool_phinch, __UNZIP_COLLECTION__, taxonomy_krona_chart	Genome annotation, Statistical calculation, Aggregation, Taxonomic classification, Visualisation		MIT		Galaxy Training Network	True	False
Checking expected species and contamination in bacterial isolate	WorkflowHub	1674	https://workflowhub.eu/workflows/1674?version=2		ecology, gtn, galaxy	2025-12-22	2025-12-22	2	2	3.0	kraken2, recentrifuge, est_abundance	Statistical calculation, Taxonomic classification, Expression analysis, Cross-assembly		GPL-3.0-or-later		Galaxy Training Network	True	False
Metagenomic Binning	WorkflowHub	2028	https://workflowhub.eu/workflows/2028?version=1		gtn, galaxy, microgalaxy, binning, microbiome	2025-12-08	2025-12-08	1	1	17.0	semibin, Fasta_to_Contig2Bin, binette, __BUILD_LIST__, samtools_sort, concoct_extract_fasta_bins, concoct_coverage_table, maxbin2, metabat2_jgi_summarize_bam_contig_depths, concoct_merge_cut_up_clustering, concoct, concoct_cut_up_fasta, metabat2, bowtie2	Genome annotation, Read mapping, Read binning, Sequence clustering, Sequence assembly		MIT		Galaxy Training Network	True	False
MGnify's amplicon pipeline v5.0 - ITS	WorkflowHub	1856	https://workflowhub.eu/workflows/1856?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	30.0	, collection_element_identifiers, __FILTER_FROM_FILE__, tp_awk_tool, __FILTER_EMPTY_DATASETS__, mapseq, bedtools_maskfastabed, biom_convert, taxonomy_krona_chart	Mapping, Visualisation, Formatting, k-mer counting		Apache-2.0		Galaxy Training Network	True	False
MAPseq to ampvis2	WorkflowHub	1855	https://workflowhub.eu/workflows/1855?version=1		gtn, galaxy, microbiome	2025-08-11	2025-08-11	1	1	9.0	collapse_dataset, tp_awk_tool, collection_column_join, ampvis2_load, query_tabular	Analysis, Visualisation		MIT		Galaxy Training Network	True	False
MGnify's amplicon pipeline v5.0 - Quality control PE	WorkflowHub	1854	https://workflowhub.eu/workflows/1854?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	17.0	prinseq, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastp, fastqc, mgnify_seqprep, trimmomatic, tp_find_and_replace, __UNZIP_COLLECTION__	Sequence composition calculation, Sequence contamination filtering, Validation, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing, Nucleic acid design		Apache-2.0		Galaxy Training Network	True	False
MGnify's amplicon pipeline v5.0	WorkflowHub	1853	https://workflowhub.eu/workflows/1853?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	20.0	, __MERGE_COLLECTION__, tp_awk_tool, CONVERTER_gz_to_uncompressed, CONVERTER_uncompressed_to_gz, fastq_dl			Apache-2.0		Galaxy Training Network	True	False
MGnify amplicon summary tables	WorkflowHub	1851	https://workflowhub.eu/workflows/1851?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	10.0	tp_awk_tool, collection_column_join, filter_tabular, query_tabular, Grouping1			MIT		Galaxy Training Network	True	False
MGnify's amplicon pipeline v5.0 - Quality control SE	WorkflowHub	1850	https://workflowhub.eu/workflows/1850?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	14.0	prinseq, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastqc, trimmomatic, tp_find_and_replace	Sequence composition calculation, Sequence contamination filtering, Validation, Statistical calculation, Sequencing quality control, Sequence trimming, Read pre-processing		Apache-2.0		Galaxy Training Network	True	False
MGnify's amplicon pipeline v5.0 - rRNA prediction	WorkflowHub	1842	https://workflowhub.eu/workflows/1842?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-04	2025-08-11	1	1	47.0	, collection_element_identifiers, cshl_fasta_formatter, __FILTER_FROM_FILE__, tp_awk_tool, gops_concat_1, cmsearch_deoverlap, infernal_cmsearch, __FILTER_EMPTY_DATASETS__, mapseq, query_tabular, biom_convert, bedtools_getfastabed, taxonomy_krona_chart	Mapping, Comparison, Formatting, Alignment, k-mer counting, Nucleic acid feature detection, Visualisation		Apache-2.0		Galaxy Training Network	True	False
Workflow 3: Functional Information (quick)	WorkflowHub	1447	https://workflowhub.eu/workflows/1447?version=2		asaim, gtn, galaxy, metagenomics	2025-07-14	2025-07-14	2	2	12.0	Cut1, humann_unpack_pathways, humann_rename_table, humann_split_stratified_table, Grep1, humann_renorm_table, combine_metaphlan2_humann2, tp_find_and_replace, humann_regroup_table	Phylogenetic analysis, Species frequency estimation, Taxonomic classification		MIT		Galaxy Training Network	True	False
Building an amplicon sequence variant (ASV) table from 16S data using DADA2	WorkflowHub	1395	https://workflowhub.eu/workflows/1395?version=2		gtn, galaxy, microbiome	2025-07-07	2025-07-07	2	2	21.0	dada2_assignTaxonomyAddspecies, dada2_plotQualityProfile, dada2_makeSequenceTable, collection_element_identifiers, dada2_mergePairs, Add_a_column1, phyloseq_from_dada2, tp_replace_in_line, dada2_removeBimeraDenovo, dada2_seqCounts, dada2_filterAndTrim, tp_head_tool, tp_replace_in_column, dada2_learnErrors, __SORTLIST__, dada2_dada, __UNZIP_COLLECTION__, cat1	DNA barcoding, Analysis, Deposition, Variant calling, Visualisation		MIT		Galaxy Training Network	True	False
Metatranscriptomics analysis using microbiome RNA-seq data	WorkflowHub	1466	https://workflowhub.eu/workflows/1466?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	33.0	humann_unpack_pathways, bg_sortmerna, graphlan_annotate, fastqc, export2graphlan, tp_sort_header_tool, Cut1, humann, multiqc, Grep1, combine_metaphlan_humann, tp_find_and_replace, Grouping1, graphlan, humann_renorm_table, humann_regroup_table, taxonomy_krona_chart, cutadapt, fastq_paired_end_interlacer, humann_rename_table, humann_split_stratified_table, metaphlan	Validation, Species frequency estimation, Sequence composition calculation, Sequence similarity search, Phylogenetic analysis, Sequence alignment analysis, Sequence comparison, Sequencing quality control, Primer removal, Phylogenetic tree editing, Taxonomic classification, Conversion, Phylogenetic tree visualisation, Statistical calculation, Sequence trimming, Read pre-processing, Aggregation, Phylogenetic inference, Visualisation		MIT		Galaxy Training Network	True	False
Metatranscriptomics analysis using microbiome RNA-seq data - Workflow 2: Community profile	WorkflowHub	1451	https://workflowhub.eu/workflows/1451?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	6.0	Cut1, graphlan_annotate, graphlan, metaphlan, export2graphlan, taxonomy_krona_chart	Phylogenetic tree editing, Taxonomic classification, Conversion, Phylogenetic tree visualisation, Phylogenetic inference, Visualisation		MIT		Galaxy Training Network	True	False
Metatranscriptomics analysis using microbiome RNA-seq data - Workflow 1: Preprocessing	WorkflowHub	1444	https://workflowhub.eu/workflows/1444?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	6.0	multiqc, fastq_paired_end_interlacer, bg_sortmerna, fastqc, cutadapt	Sequence comparison, Validation, Sequencing quality control, Primer removal, Sequence composition calculation, Sequence similarity search, Read pre-processing, Statistical calculation, Sequence trimming, Sequence alignment analysis		MIT		Galaxy Training Network	True	False
Metatranscriptomics analysis using microbiome RNA-seq data - Workflow 3: Functional Information	WorkflowHub	1456	https://workflowhub.eu/workflows/1456?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	18.0	humann, humann_unpack_pathways, humann_rename_table, humann_split_stratified_table, Grep1, humann_renorm_table, tp_sort_header_tool, tp_find_and_replace, humann_regroup_table	Phylogenetic analysis, Species frequency estimation, Taxonomic classification		MIT		Galaxy Training Network	True	False
Assembly of metagenomic sequencing data	WorkflowHub	1390	https://workflowhub.eu/workflows/1390?version=2		gtn, galaxy, microbiome	2025-06-16	2025-06-16	2	2	9.0	megahit, bandage_info, quast, collection_column_join, bandage_image, coverm_contig, megahit_contig2fastg, metaspades, bowtie2	Genome assembly, Sequence assembly visualisation, Local alignment, Read mapping, Sequence assembly validation, Visualisation		MIT		Galaxy Training Network	True	False
Taxonomic Analysis of eDNA	WorkflowHub	1723	https://workflowhub.eu/workflows/1723?version=1		ecology, gtn, galaxy	2025-06-02	2025-06-02	1	1	8.0	Count1, fastp, ncbi_blastn_wrapper, cshl_fastq_to_fasta	Sequence contamination filtering, Sequencing quality control		CC-BY-4.0		Galaxy Training Network	True	False
Quality and contamination control in bacterial isolate using Illumina MiSeq Data	WorkflowHub	1644	https://workflowhub.eu/workflows/1644?version=1		gtn, galaxy, sequence-analysis	2025-06-02	2025-06-02	1	1	6.0	kraken2, est_abundance, falco, fastp, recentrifuge	Sequencing quality control, Taxonomic classification, Read mapping, Sequence contamination filtering, Statistical calculation, Cross-assembly, Expression analysis, Visualisation		GPL-3.0-or-later		Galaxy Training Network	True	False
