Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
mgnify-amplicon-pipeline-v5-quality-control-single-end/main	WorkflowHub	1271	https://workflowhub.eu/workflows/1271?version=3	Rand Zoabi, Paul Zierep		2025-03-26	2025-08-18	3	3	14.0	fastqc, prinseq, trimmomatic, fastq_filter, cshl_fasta_formatter, fastq_to_fasta_python, multiqc, tp_find_and_replace	Sequence contamination filtering, Sequence composition calculation, Read pre-processing, Statistical calculation, Validation, Sequence trimming, Sequencing quality control		Apache-2.0		Intergalactic Workflow Commission (IWC)	True	False
mgnify-amplicon-pipeline-v5-rrna-prediction/main	WorkflowHub	1270	https://workflowhub.eu/workflows/1270?version=2	Rand Zoabi, Paul Zierep		2025-03-26	2025-08-18	2	2	47.0	cmsearch_deoverlap, __FILTER_EMPTY_DATASETS__, __FILTER_FROM_FILE__, , biom_convert, bedtools_getfastabed, query_tabular, tp_awk_tool, taxonomy_krona_chart, collection_element_identifiers, cshl_fasta_formatter, infernal_cmsearch, mapseq, gops_concat_1	Comparison, Alignment, Formatting, Nucleic acid feature detection, k-mer counting, Visualisation, Mapping		Apache-2.0		Intergalactic Workflow Commission (IWC)	True	False
mgnify-amplicon-taxonomic-summary-tables/main	WorkflowHub	1269	https://workflowhub.eu/workflows/1269?version=2	Rand Zoabi		2025-03-26	2025-08-18	2	2	10.0	filter_tabular, Grouping1, collection_column_join, query_tabular, tp_awk_tool			MIT		Intergalactic Workflow Commission (IWC)	True	False
clinicalmp-discovery/main	WorkflowHub	1225	https://workflowhub.eu/workflows/1225?version=1	Subina Mehta		2024-12-10	2025-08-18	1	1	24.0	maxquant, Cut1, filter_tabular, Grouping1, ident_params, dbbuilder, fasta_merge_files_and_filter_unique_sequences, fasta_cli, Grep1, query_tabular, search_gui, peptide_shaker, tp_cat, Remove beginning1, Filter1, msconvert, fasta2tab	Principal component plotting, Filtering, Heat map generation, Clustering, Standardisation and normalisation, Imputation, Protein quantification, Visualisation, Formatting, Statistical calculation		CC-BY-4.0		Intergalactic Workflow Commission (IWC)	True	False
clinicalmp-data-interpretation/main	WorkflowHub	1219	https://workflowhub.eu/workflows/1219?version=1	GalaxyP		2024-11-26	2025-08-18	1	1	6.0	unipept, Grep1, msstatstmt	Visualisation, Prediction and recognition		CC-BY-4.0		Intergalactic Workflow Commission (IWC)	True	False
clinicalmp-verification/main	WorkflowHub	1218	https://workflowhub.eu/workflows/1218?version=1	Pratik Jagtap		2024-11-26	2025-08-18	1	1	19.0	Cut1, Grouping1, collapse_dataset, dbbuilder, fasta_merge_files_and_filter_unique_sequences, pepquery2, query_tabular, tp_cat, Remove beginning1, uniprotxml_downloader, Filter1			CC-BY-4.0		Intergalactic Workflow Commission (IWC)	True	False
clinicalmp-database-generation/main	WorkflowHub	1216	https://workflowhub.eu/workflows/1216?version=1	Subina Mehta		2024-11-23	2025-08-18	1	1	3.0	metanovo, fasta_merge_files_and_filter_unique_sequences	Target-Decoy, Tag-based peptide identification, Protein identification, de Novo sequencing, Expression analysis		CC-BY-4.0		Intergalactic Workflow Commission (IWC)	True	False
clinicalmp-quantitation/main	WorkflowHub	1177	https://workflowhub.eu/workflows/1177?version=1	GalaxyP		2024-10-07	2025-08-18	1	1	7.0	"maxquant, extract peptides
Cut1, extract proteins
Cut1, extracting microbial Peptides
Grep1, Quantified-Proteins
Grouping1, extracting microbial Proteins
Grep1, Quantified-Peptides
Grouping1"	Principal component plotting, Heat map generation, Clustering, Standardisation and normalisation, Imputation, Protein quantification, Visualisation, Statistical calculation		CC-BY-4.0		Intergalactic Workflow Commission (IWC)	True	False
bacterial-genome-assembly/main	WorkflowHub	1043	https://workflowhub.eu/workflows/1043?version=11	Abromics None, Pierre Marin, Clea Siguret	abromics, assembly, fastq, genomics, bacterial-genomics, paired-end, quality	2025-08-19	2025-08-19	11	11	7.0	bandage_info, tooldistillator_summarize, refseq_masher_matches, tooldistillator, shovill, bandage_image, quast	Visualisation, Data parsing, Sequence assembly visualisation, Genome assembly, Sequence assembly validation		GPL-3.0-or-later		Intergalactic Workflow Commission (IWC)	True	False
quality-and-contamination-control/main	WorkflowHub	1052	https://workflowhub.eu/workflows/1052?version=11	ABRomics None, Pierre Marin, Clea Siguret	abromics, fastq, genomics, bacterial-genomics, paired-end, quality, taxonomy-assignment, trimming	2025-06-19	2025-08-18	11	11	6.0	tooldistillator_summarize, recentrifuge, tooldistillator, est_abundance, fastp, kraken2	Sequence contamination filtering, Data parsing, Sequencing quality control, Taxonomic classification, Statistical calculation, Cross-assembly, Expression analysis		GPL-3.0-or-later		Intergalactic Workflow Commission (IWC)	True	False
qiime2-III-VI-downsteam/QIIME2-III-V-Phylogeny-Rarefaction-Taxonomic-Analysis	WorkflowHub	1090	https://workflowhub.eu/workflows/1090?version=2	Debjyoti Ghosh		2024-11-26	2025-08-18	2	2	3.0	Rarefaction, Phylogenetic tree for diversity analysis, Taxonomic analysis			MIT		Intergalactic Workflow Commission (IWC)	True	False
gene-based-pathogen-identification/main	WorkflowHub	1062	https://workflowhub.eu/workflows/1062?version=1	Engy Nasr, Bérénice Batut, Paul Zierep		2024-06-26	2025-08-18	1	1	15.0	medaka_consensus_pipeline, compose_text_param, abricate, flye, __BUILD_LIST__, tab2fasta, collection_element_identifiers, split_file_to_collection, bandage_image, fasta2tab, tp_find_and_replace, param_value_from_file	De-novo assembly, Sequence assembly, Variant calling, Antimicrobial resistance prediction, Genome assembly, Base-calling, Mapping assembly, Sequence assembly visualisation, Cross-assembly		MIT	10.48546/workflowhub.workflow.1062.1	Intergalactic Workflow Commission (IWC)	True	False
pathogen-detection-pathogfair-samples-aggregation-and-visualisation/main	WorkflowHub	1060	https://workflowhub.eu/workflows/1060?version=1	Engy Nasr, Bérénice Batut, Paul Zierep		2024-06-26	2025-08-18	1	1	60.0	Cut1, collapse_dataset, newick_display, Grouping1, collection_column_join, clustalw, tp_split_on_column, fasttree, tp_replace_in_column, regexColumn1, tab2fasta, fasta2tab, ggplot2_heatmap, regex1, __FILTER_FAILED_DATASETS__, Remove beginning1, __FILTER_EMPTY_DATASETS__, tp_sorted_uniq, fasta_merge_files_and_filter_unique_sequences, Count1, bedtools_getfastabed, tp_multijoin_tool	Phylogenetic tree generation, Multiple sequence alignment, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Phylogenetic tree analysis, Visualisation, Mapping, Phylogenetic tree reconstruction, Phylogenetic tree generation (from molecular sequences)		MIT	10.48546/workflowhub.workflow.1060.1	Intergalactic Workflow Commission (IWC)	True	False
taxonomy-profiling-and-visualization-with-krona/main	WorkflowHub	1059	https://workflowhub.eu/workflows/1059?version=1	Engy Nasr, Bérénice Batut, Paul Zierep		2024-06-26	2025-08-18	1	1	3.0	taxonomy_krona_chart, krakentools_kreport2krona, kraken2	Aggregation, Visualisation, Taxonomic classification		MIT	10.48546/workflowhub.workflow.1059.1	Intergalactic Workflow Commission (IWC)	True	False
bacterial_genome_annotation/main	WorkflowHub	1050	https://workflowhub.eu/workflows/1050?version=12	ABRomics None, Pierre Marin, Clea Siguret	abromics, annotation, genomics, bacterial-genomics, fasta, genome-annotation	2025-07-31	2025-08-18	12	12	6.0	integron_finder, tooldistillator_summarize, tooldistillator, plasmidfinder, bakta, isescan	Scaffolding, Structural variation detection, Nucleic acid feature detection, Data parsing, Genome assembly, Protein feature detection, Multilocus sequence typing, Genome annotation, Sequence motif recognition		GPL-3.0-or-later		Intergalactic Workflow Commission (IWC)	True	False
amr_gene_detection/main	WorkflowHub	1049	https://workflowhub.eu/workflows/1049?version=8	ABRomics None, Pierre Marin, Clea Siguret	abromics, amr, amr-detection, genomics, antibiotic-resistance, antimicrobial resistance, antimicrobial-resistance-genes, bacterial-genomics, fasta	2025-09-18	2025-09-18	8	8	5.0	amrfinderplus, tooldistillator_summarize, abricate, tooldistillator, staramr_search	Antimicrobial resistance prediction, Data parsing		GPL-3.0-or-later		Intergalactic Workflow Commission (IWC)	True	False
dada2/main	WorkflowHub	790	https://workflowhub.eu/workflows/790?version=3	Matthias Bernt	name:amplicon	2025-03-26	2025-08-18	3	3	14.0	__APPLY_RULES__, dada2_assignTaxonomyAddspecies, dada2_plotQualityProfile, dada2_filterAndTrim, __UNZIP_COLLECTION__, dada2_learnErrors, dada2_seqCounts, dada2_makeSequenceTable, dada2_removeBimeraDenovo, dada2_mergePairs, dada2_dada	Variant calling, DNA barcoding		MIT		Intergalactic Workflow Commission (IWC)	True	False
Refining Genome Annotations with Apollo (prokaryotes)	WorkflowHub	749	https://workflowhub.eu/workflows/749?version=1	Anthony Bretaudeau	genome-annotation	2024-02-14	2025-07-31	1	1	5.0	jbrowse, iframe, create_account, create_or_update, list_organism	Genome visualisation		CC-BY-4.0		EuroScienceGateway	True	False
MGnify's amplicon pipeline v5.0 - ITS	WorkflowHub	1856	https://workflowhub.eu/workflows/1856?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	30.0	, __FILTER_EMPTY_DATASETS__, __FILTER_FROM_FILE__, biom_convert, tp_awk_tool, taxonomy_krona_chart, collection_element_identifiers, mapseq, bedtools_maskfastabed	Visualisation, Mapping, Formatting, k-mer counting		Apache-2.0		Galaxy Training Network	True	False
MAPseq to ampvis2	WorkflowHub	1855	https://workflowhub.eu/workflows/1855?version=1		gtn, galaxy, microbiome	2025-08-11	2025-08-11	1	1	9.0	ampvis2_load, collection_column_join, collapse_dataset, query_tabular, tp_awk_tool	Visualisation, Analysis		MIT		Galaxy Training Network	True	False
MGnify's amplicon pipeline v5.0 - Quality control PE	WorkflowHub	1854	https://workflowhub.eu/workflows/1854?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	17.0	fastqc, __UNZIP_COLLECTION__, prinseq, trimmomatic, fastq_filter, cshl_fasta_formatter, multiqc, fastq_to_fasta_python, fastp, mgnify_seqprep, tp_find_and_replace	Sequence contamination filtering, Read pre-processing, Validation, Sequence trimming, Sequence composition calculation, Statistical calculation, Nucleic acid design, Sequencing quality control		Apache-2.0		Galaxy Training Network	True	False
MGnify's amplicon pipeline v5.0	WorkflowHub	1853	https://workflowhub.eu/workflows/1853?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	20.0	, CONVERTER_gz_to_uncompressed, fastq_dl, CONVERTER_uncompressed_to_gz, __MERGE_COLLECTION__, tp_awk_tool			Apache-2.0		Galaxy Training Network	True	False
MGnify amplicon summary tables	WorkflowHub	1851	https://workflowhub.eu/workflows/1851?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	10.0	filter_tabular, Grouping1, collection_column_join, query_tabular, tp_awk_tool			MIT		Galaxy Training Network	True	False
MGnify's amplicon pipeline v5.0 - Quality control SE	WorkflowHub	1850	https://workflowhub.eu/workflows/1850?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	14.0	fastqc, prinseq, trimmomatic, fastq_filter, cshl_fasta_formatter, fastq_to_fasta_python, multiqc, tp_find_and_replace	Sequence contamination filtering, Sequence composition calculation, Read pre-processing, Statistical calculation, Validation, Sequence trimming, Sequencing quality control		Apache-2.0		Galaxy Training Network	True	False
MGnify's amplicon pipeline v5.0 - rRNA prediction	WorkflowHub	1842	https://workflowhub.eu/workflows/1842?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-04	2025-08-11	1	1	47.0	cmsearch_deoverlap, __FILTER_EMPTY_DATASETS__, __FILTER_FROM_FILE__, , biom_convert, bedtools_getfastabed, query_tabular, tp_awk_tool, taxonomy_krona_chart, collection_element_identifiers, cshl_fasta_formatter, infernal_cmsearch, mapseq, gops_concat_1	Comparison, Alignment, Formatting, Nucleic acid feature detection, k-mer counting, Visualisation, Mapping		Apache-2.0		Galaxy Training Network	True	False
Workflow 3: Functional Information (quick)	WorkflowHub	1447	https://workflowhub.eu/workflows/1447?version=2		asaim, gtn, galaxy, metagenomics	2025-07-14	2025-07-14	2	2	12.0	Cut1, humann_unpack_pathways, Grep1, humann_split_stratified_table, humann_regroup_table, humann_rename_table, humann_renorm_table, combine_metaphlan2_humann2, tp_find_and_replace	Taxonomic classification, Species frequency estimation, Phylogenetic analysis		MIT		Galaxy Training Network	True	False
Building an amplicon sequence variant (ASV) table from 16S data using DADA2	WorkflowHub	1395	https://workflowhub.eu/workflows/1395?version=2		gtn, galaxy, microbiome	2025-07-07	2025-07-07	2	2	21.0	dada2_assignTaxonomyAddspecies, dada2_plotQualityProfile, Add_a_column1, dada2_filterAndTrim, __UNZIP_COLLECTION__, cat1, tp_head_tool, phyloseq_from_dada2, tp_replace_in_column, collection_element_identifiers, dada2_learnErrors, dada2_seqCounts, __SORTLIST__, dada2_makeSequenceTable, dada2_removeBimeraDenovo, dada2_mergePairs, tp_replace_in_line, dada2_dada	DNA barcoding, Variant calling, Deposition, Visualisation, Analysis		MIT		Galaxy Training Network	True	False
Metatranscriptomics analysis using microbiome RNA-seq data	WorkflowHub	1466	https://workflowhub.eu/workflows/1466?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	33.0	Cut1, humann_unpack_pathways, humann, taxonomy_krona_chart, humann_regroup_table, combine_metaphlan_humann, tp_sort_header_tool, cutadapt, bg_sortmerna, Grouping1, fastqc, Grep1, humann_split_stratified_table, fastq_paired_end_interlacer, export2graphlan, humann_rename_table, humann_renorm_table, multiqc, tp_find_and_replace, graphlan, graphlan_annotate, metaphlan	Phylogenetic inference, Read pre-processing, Phylogenetic tree visualisation, Phylogenetic tree editing, Validation, Conversion, Taxonomic classification, Phylogenetic analysis, Species frequency estimation, Primer removal, Visualisation, Sequence trimming, Sequence alignment analysis, Sequence composition calculation, Sequence similarity search, Sequence comparison, Aggregation, Statistical calculation, Sequencing quality control		MIT		Galaxy Training Network	True	False
Metatranscriptomics analysis using microbiome RNA-seq data - Workflow 2: Community profile	WorkflowHub	1451	https://workflowhub.eu/workflows/1451?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	6.0	Cut1, graphlan, export2graphlan, graphlan_annotate, taxonomy_krona_chart, metaphlan	Phylogenetic inference, Phylogenetic tree visualisation, Phylogenetic tree editing, Visualisation, Conversion, Taxonomic classification		MIT		Galaxy Training Network	True	False
Metatranscriptomics analysis using microbiome RNA-seq data - Workflow 1: Preprocessing	WorkflowHub	1444	https://workflowhub.eu/workflows/1444?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	6.0	cutadapt, bg_sortmerna, fastqc, fastq_paired_end_interlacer, multiqc	Read pre-processing, Primer removal, Validation, Sequence trimming, Sequence alignment analysis, Sequence composition calculation, Sequence similarity search, Sequence comparison, Statistical calculation, Sequencing quality control		MIT		Galaxy Training Network	True	False
Metatranscriptomics analysis using microbiome RNA-seq data - Workflow 3: Functional Information	WorkflowHub	1456	https://workflowhub.eu/workflows/1456?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	18.0	humann_unpack_pathways, humann, Grep1, humann_split_stratified_table, humann_regroup_table, humann_rename_table, humann_renorm_table, tp_sort_header_tool, tp_find_and_replace	Taxonomic classification, Species frequency estimation, Phylogenetic analysis		MIT		Galaxy Training Network	True	False
Assembly of metagenomic sequencing data	WorkflowHub	1390	https://workflowhub.eu/workflows/1390?version=2		gtn, galaxy, microbiome	2025-06-16	2025-06-16	2	2	9.0	bandage_info, bandage_image, collection_column_join, coverm_contig, metaspades, megahit, megahit_contig2fastg, bowtie2, quast	Read mapping, Visualisation, Genome assembly, Sequence assembly visualisation, Local alignment, Sequence assembly validation		MIT		Galaxy Training Network	True	False
Taxonomic Analysis of eDNA	WorkflowHub	1723	https://workflowhub.eu/workflows/1723?version=1		ecology, gtn, galaxy	2025-06-02	2025-06-02	1	1	8.0	Count1, fastp, cshl_fastq_to_fasta, ncbi_blastn_wrapper	Sequence contamination filtering, Sequencing quality control		CC-BY-4.0		Galaxy Training Network	True	False
Checking expected species and contamination in bacterial isolate	WorkflowHub	1674	https://workflowhub.eu/workflows/1674?version=1		ecology, gtn, galaxy	2025-06-02	2025-06-02	1	1	3.0	recentrifuge, est_abundance, kraken2	Taxonomic classification, Statistical calculation, Cross-assembly, Expression analysis		GPL-3.0-or-later		Galaxy Training Network	True	False
TB Variant Analysis v1.0	WorkflowHub	1647	https://workflowhub.eu/workflows/1647?version=1		gtn, galaxy, pathogen, tuberculosis	2025-06-02	2025-06-02	1	1	15.0	__FLATTEN__, tbvcfreport, snippy, bcftools_consensus, EMBOSS: seqret84, tb_profiler_profile, tp_awk_tool, tb_variant_filter, tp_sed_tool, qualimap_bamqc, multiqc, mosdepth, fastp, kraken2	Sequence contamination filtering, Phylogenetic tree visualisation, Sequencing quality control, Variant calling, Antimicrobial resistance prediction, Validation, Sequence alignment analysis, Phylogenetic tree generation, Taxonomic classification, Sequence analysis, Local alignment, Global alignment, Sequence alignment		AGPL-3.0-or-later		Galaxy Training Network	True	False
Quality and contamination control in bacterial isolate using Illumina MiSeq Data	WorkflowHub	1644	https://workflowhub.eu/workflows/1644?version=1		gtn, galaxy, sequence-analysis	2025-06-02	2025-06-02	1	1	6.0	falco, recentrifuge, est_abundance, fastp, kraken2	Sequence contamination filtering, Visualisation, Expression analysis, Read mapping, Taxonomic classification, Statistical calculation, Cross-assembly, Sequencing quality control		GPL-3.0-or-later		Galaxy Training Network	True	False
pox-virus-tiled-amplicon-ref-masking	WorkflowHub	1632	https://workflowhub.eu/workflows/1632?version=1		gtn, galaxy, variant-analysis	2025-06-02	2025-06-02	1	1	14.0	Cut1, compose_text_param, datamash_ops, Add_a_column1, Grep1, fasta_compute_length, EMBOSS: maskseq51, param_value_from_file	Sequence alignment, Sequence analysis, Local alignment, Global alignment, Sequence alignment analysis		MIT		Galaxy Training Network	True	False
Copy Of GTN Training - Antibiotic Resistance Detection	WorkflowHub	1477	https://workflowhub.eu/workflows/1477?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	12.0	miniasm, PlasFlow, gfa_to_fa, nanoplot, staramr_search, minimap2, unicycler, racon, bandage_image	De-novo assembly, Scatter plot plotting, Genome assembly, Antimicrobial resistance prediction, Mapping assembly, Box-Whisker plot plotting, Aggregation, Sequence analysis, Sequence assembly visualisation, Pairwise sequence alignment		CC-BY-4.0		Galaxy Training Network	True	False
Amplicon Tutorial	WorkflowHub	1476	https://workflowhub.eu/workflows/1476?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	17.0	mothur_screen_seqs, mothur_summary_seqs, mothur_filter_seqs, mothur_cluster_split, mothur_pre_cluster, mothur_make_shared, mothur_count_seqs, krona-text, mothur_classify_seqs, mothur_make_group, mothur_unique_seqs, mothur_merge_files, mothur_align_seqs, mothur_classify_otu, mothur_make_biom	DNA barcoding, Sequence clustering, Visualisation, Sequence read processing, Taxonomic classification, Phylogenetic analysis, Sequencing quality control		CC-BY-4.0		Galaxy Training Network	True	False
Training: 16S rRNA Analysis with Nanopore Sequencing Reads	WorkflowHub	1473	https://workflowhub.eu/workflows/1473?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	11.0	porechop, fastqc, fastp, taxonomy_krona_chart, Remove beginning1, multiqc, tp_replace_in_line, datamash_reverse, kraken2	Sequence contamination filtering, Sequence composition calculation, Taxonomic classification, Statistical calculation, Validation, Visualisation, Sequencing quality control		CC-BY-4.0		Galaxy Training Network	True	False
"WGS Part In ""Analyses Of Metagenomics Data - The Global Picture"""	WorkflowHub	1472	https://workflowhub.eu/workflows/1472?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	7.0	metaphlan2, humann2_regroup_table, metaphlan2krona, humann2_renorm_table, taxonomy_krona_chart, humann2	Visualisation		CC-BY-4.0		Galaxy Training Network	True	False
Taxonomic Profiling and Visualization of Metagenomic Data	WorkflowHub	1470	https://workflowhub.eu/workflows/1470?version=1		gtn, galaxy, microbiome	2025-06-02	2025-06-02	1	1	10.0	kraken_biom, __UNZIP_COLLECTION__, interactive_tool_pavian, taxonomy_krona_chart, est_abundance, krakentools_kreport2krona, metaphlan, interactive_tool_phinch, kraken2	Taxonomic classification, Genome annotation, Statistical calculation, Visualisation, Aggregation		MIT		Galaxy Training Network	True	False
