Topic	Title	Link	EDAM topic	EDAM operation	Creation	Last modification	Version	Tutorial	Slides	Video	Workflows	Tools	Servers with precise tool versions	Servers with tool but different versions	Feedback number	Feedback mean note	Visitors	Page views	Visit duration	Video views
Genome Annotation	Identification of AMR genes in an assembled bacterial genome	https://training.galaxyproject.org//topics/genome-annotation/tutorials/amr-gene-detection/tutorial.html	Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Sequence analysis, Infectious disease, Antimicrobial resistance	Antimicrobial resistance prediction, Genome visualisation, Genome annotation, Read mapping	2024-01-23	2025-06-10	9	True	False	True	True	jbrowse, bowtie2, staramr_search, upload1, bakta, tbl2gff3, Grep1	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi, UseGalaxy.org (Main)	0		3236	4441	2.933333333333333	0
Genome Annotation	Refining Genome Annotations with Apollo (prokaryotes)	https://training.galaxyproject.org//topics/genome-annotation/tutorials/apollo/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis	Genome visualisation	2021-06-04	2025-05-15	22	True	True	True	True	jbrowse, create_or_update, iframe, create_account, list_organism		UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.no	0		2638250	6779406	5.15	0
Genome Annotation	Bacterial Genome Annotation	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-genome-annotation/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis, Whole genome sequencing, Functional genomics, Mobile genetic elements	Scaffolding, Multilocus sequence typing, Sequence motif recognition, Protein feature detection, Genome visualisation, Genome assembly, Nucleic acid feature detection, Structural variation detection, Genome annotation	2024-02-01	2024-10-15	6	True	False	True	True	jbrowse, tp_replace_in_column, Grouping1, isescan, plasmidfinder, tp_tail_tool, integron_finder, upload1, bakta, tbl2gff3	UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi, UseGalaxy.cz, UseGalaxy.org (Main)	0		5966	8029	2.6	0
Genome Annotation	Dataset construction for bacterial comparative genomics	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-comparative-genomics-dataset-construction/tutorial.html	Genomics, Microbiology	Data handling, Data retrieval, Sequence database search	2025-03-14	2025-03-14	1	True	False	False	False	Remove beginning1, cat1, Cut1, bg_uniq, datasets_download_genome, sort1, upload1	UseGalaxy.fr	UseGalaxy.cz	0		68	81	3.1166666666666667	0
Genome Annotation	Bacterial genome quality control	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-genome-quality-control/tutorial.html	Genomics, Microbiology	Sequence composition calculation, Statistical calculation, Sequencing quality control, Sequence assembly validation, Genome comparison, Validation	2025-03-14	2025-03-14	1	True	False	False	False	checkm2, drep_dereplicate, upload1	UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)		0		71	79	2.9166666666666665	0
Genome Annotation	Comparative gene analysis in unannotated genomes	https://training.galaxyproject.org//topics/genome-annotation/tutorials/gene-centric/tutorial.html	Genomics, Gene and protein families, Sequence analysis, Phylogeny, Comparative genomics	Coding region prediction, Phylogenetic tree generation, Database search, Multiple sequence alignment, Sequence alignment analysis, Transcriptome assembly, De-novo assembly	2022-09-08	2025-06-03	10	True	False	False	True	bg_diamond, bg_diamond_view, Filter1, Cut1, cat1, tp_split_on_column, orfipy, bg_diamond_makedb, regexColumn1, collapse_dataset, tab2fasta, Add_a_column1, join1, rapidnj, rbc_mafft, gops_intersect_1	UseGalaxy.eu, UseGalaxy.org (Main)	UseGalaxy.cz	0		1796	2542	3.0833333333333335	0
Genome Annotation	Essential genes detection with Transposon insertion sequencing	https://training.galaxyproject.org//topics/genome-annotation/tutorials/tnseq/tutorial.html	Genomics, Microbiology, Sequence analysis, Mobile genetic elements	Primer removal, Read pre-processing, Sequence trimming, Transposon prediction	2019-07-02	2024-03-18	12	True	True	False	True	deeptools_bam_coverage, Filter1, Cut1, bg_find_subsequences, tp_easyjoin_tool, tp_sort_header_tool, cutadapt, bowtie_wrapper, gff_to_prot, transit_gumbel, Add_a_column1, __EXTRACT_DATASET__	UseGalaxy.no, UseGalaxy.org.au	UseGalaxy.cz, UseGalaxy.eu	0		2871419	7570655	4.183333333333334	0
Variant Analysis	Microbial Variant Calling	https://training.galaxyproject.org//topics/variant-analysis/tutorials/microbial-variants/tutorial.html	Genomics, Sequence assembly, DNA polymorphism, Microbiology, Sequence analysis, Genetic variation	Phylogenetic tree generation, Genome visualisation, Variant calling, Phylogenetic tree visualisation	2018-02-26	2025-03-19	24	True	False	False	True	jbrowse, snippy	UseGalaxy.be, UseGalaxy.eu, UseGalaxy.org (Main)	GalaxyTrakr, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		14943	23916	2.033333333333333	0
Microbiome	Analyses of metagenomics data - The global picture	https://training.galaxyproject.org//topics/microbiome/tutorials/general-tutorial/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Sequence clustering, Taxonomic classification, Phylogenetic analysis, DNA barcoding, Visualisation, Sequencing quality control, Sequence read processing	2017-06-22	2024-08-09	4	True	False	False	True	mothur_make_biom, humann2_regroup_table, mothur_make_shared, mothur_screen_seqs, mothur_summary_seqs, mothur_unique_seqs, taxonomy_krona_chart, mothur_cluster_split, mothur_align_seqs, humann2, mothur_classify_otu, mothur_classify_seqs, mothur_count_seqs, mothur_make_group, mothur_merge_files, humann2_renorm_table, metaphlan2, metaphlan2krona, mothur_filter_seqs, krona-text, mothur_pre_cluster		UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		7979	10823	2.716666666666667	0
Microbiome	Antibiotic resistance detection	https://training.galaxyproject.org//topics/microbiome/tutorials/plasmid-metagenomics-nanopore/tutorial.html	Metagenomic sequencing, Public health and epidemiology, Metagenomics, Microbiology, Infectious disease, Sequence analysis, Antimicrobial resistance	Mapping assembly, Aggregation, Antimicrobial resistance prediction, Box-Whisker plot plotting, De-novo assembly, Genome assembly, Scatter plot plotting, Sequence analysis, Sequence assembly visualisation, Pairwise sequence alignment	2019-06-25	2024-06-14	4	True	False	True	True	miniasm, unicycler, racon, bandage_image, minimap2, nanoplot, staramr_search, gfa_to_fa, PlasFlow	UseGalaxy.eu	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	0		3104	4356	2.95	0
Microbiome	Pathogen detection from (direct Nanopore) sequencing data using Galaxy - Foodborne Edition	https://training.galaxyproject.org//topics/microbiome/tutorials/pathogen-detection-from-nanopore-foodborne-data/tutorial.html	Metagenomics, Public health and epidemiology, Taxonomy, Sequence assembly, Pathology, Sequence analysis	Mapping assembly, Aggregation, Taxonomic classification, Cross-assembly, Sequence alignment analysis, Sequence composition calculation, Box-Whisker plot plotting, Validation, Phylogenetic tree generation, Mapping, Multiple sequence alignment, Base-calling, Scatter plot plotting, Variant calling, Sequence assembly visualisation, Genome assembly, Pairwise sequence alignment, Phylogenetic tree reconstruction, Multilocus sequence typing, Antimicrobial resistance prediction, De-novo assembly, Phylogenetic tree analysis, Data handling, Phylogenetic tree generation (from molecular sequences), Sequence assembly, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Visualisation, Sequencing quality control, Sequence contamination filtering, Statistical calculation	2023-01-26	2024-09-27	11	True	False	True	True	add_line_to_file, ggplot2_heatmap, __FILTER_EMPTY_DATASETS__, fasta2tab, tp_sorted_uniq, regex1, regexColumn1, bamtools_split_mapped, collection_element_identifiers, bcftools_consensus, krakentools_kreport2krona, medaka_consensus_pipeline, snpSift_extractFields, snpSift_filter, taxonomy_krona_chart, __BUILD_LIST__, table_compute, tp_head_tool, Count1, Remove beginning1, tp_split_on_column, fastp, tp_multijoin_tool, samtools_depth, collapse_dataset, clair3, clustalw, minimap2, nanoplot, samtools_coverage, multiqc, fasttree, porechop, krakentools_extract_kraken_reads, Grep1, Cut1, tp_replace_in_column, fasta_merge_files_and_filter_unique_sequences, Grouping1, __FILTER_FAILED_DATASETS__, tab2fasta, tp_cut_tool, Add_a_column1, bedtools_getfastabed, split_file_to_collection, Paste1, barchart_gnuplot, compose_text_param, mlst, abricate, samtools_fastx, tp_find_and_replace, kraken2, param_value_from_file, fastqc, bandage_image, bcftools_norm, flye, collection_column_join, newick_display, CONVERTER_gz_to_uncompressed	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.org.au	0		4640	6991	3.4166666666666665	0
Microbiome	Taxonomic Profiling and Visualization of Metagenomic Data	https://training.galaxyproject.org//topics/microbiome/tutorials/taxonomic-profiling/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	Aggregation, Taxonomic classification, Statistical calculation, Visualisation, Genome annotation	2023-05-03	2025-04-24	6	True	False	True	True	est_abundance, kraken2, interactive_tool_pavian, krakentools_kreport2krona, metaphlan, taxonomy_krona_chart, interactive_tool_phinch, __UNZIP_COLLECTION__, kraken_biom	UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main), UseGalaxy.org.au		0		11459	15339	2.0166666666666666	0
Microbiome	Assembly of metagenomic sequencing data	https://training.galaxyproject.org//topics/microbiome/tutorials/metagenomics-assembly/tutorial.html	Metagenomics, Sequence assembly	Sequence alignment analysis, Sequence composition calculation, Sequence trimming, Local alignment, Sequence file editing, Sequence assembly visualisation, Genome assembly, Variant calling, Primer removal, Read pre-processing, Read mapping, Formatting, Sequence assembly validation, Data handling, Statistical calculation, Visualisation, Sequencing quality control, Sequence contamination filtering	2022-12-05	2025-06-16	6	True	False	True	True	megahit_contig2fastg, bowtie2, fastqc, megahit, ngsutils_bam_filter, bg_uniq, bandage_image, cutadapt, quast, filter_tabular, metaspades, bamtools, coverm_contig, random_lines1, bandage_info, collection_column_join, tp_cat, seqtk_subseq		UseGalaxy.cz, UseGalaxy.eu	0		4137	5792	3.05	0
Microbiome	Building an amplicon sequence variant (ASV) table from 16S data using DADA2	https://training.galaxyproject.org//topics/microbiome/tutorials/dada-16S/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Deposition, Visualisation, Variant calling, DNA barcoding, Analysis	2024-06-05	2025-07-03	11	True	False	True	True	collection_element_identifiers, tp_replace_in_line, tp_head_tool, dada2_seqCounts, __UNZIP_COLLECTION__, dada2_filterAndTrim, phyloseq_from_dada2, dada2_removeBimeraDenovo, cat1, tp_replace_in_column, interactive_tool_phyloseq, Grouping1, Add_a_column1, dada2_learnErrors, dada2_dada, dada2_assignTaxonomyAddspecies, dada2_plotQualityProfile, __SORTLIST__, dada2_makeSequenceTable, dada2_mergePairs	UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main), UseGalaxy.org.au		0		6317	8915	2.3666666666666667	0
Microbiome	16S Microbial analysis with Nanopore data	https://training.galaxyproject.org//topics/microbiome/tutorials/nanopore-16S-metagenomics/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Taxonomic classification, Sequence composition calculation, Statistical calculation, Visualisation, Sequencing quality control, Sequence contamination filtering, Validation	2020-11-24	2024-07-31	5	True	False	False	True	Remove beginning1, datamash_reverse, kraken2, fastqc, tp_replace_in_line, taxonomy_krona_chart, multiqc, porechop, fastp	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	GalaxyTrakr, UseGalaxy.be, UseGalaxy.cz, UseGalaxy.fr	0		7644	10541	2.6	0
Microbiome	Identification of the micro-organisms in a beer using Nanopore sequencing	https://training.galaxyproject.org//topics/microbiome/tutorials/beer-data-analysis/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	Aggregation, Taxonomic classification, Sequence composition calculation, Statistical calculation, Visualisation, Sequencing quality control, Sequence contamination filtering	2022-09-29	2024-11-29	5	True	False	True	True	Filter1, kraken2, krakentools_kreport2krona, fastqc, taxonomy_krona_chart, porechop, fastp	GalaxyTrakr, UseGalaxy.eu, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no	0		2505	3633	2.8333333333333335	0
Microbiome	Metatranscriptomics analysis using microbiome RNA-seq data (short)	https://training.galaxyproject.org//topics/microbiome/tutorials/metatranscriptomics-short/tutorial.html	Metatranscriptomics, Microbial ecology, Taxonomy, Function analysis, Sequence analysis	Taxonomic classification, Sequence alignment analysis, Sequence composition calculation, Sequence trimming, Phylogenetic analysis, Validation, Primer removal, Read pre-processing, Conversion, Phylogenetic tree editing, Species frequency estimation, Phylogenetic inference, Phylogenetic tree visualisation, Sequence similarity search, Statistical calculation, Visualisation, Sequencing quality control, Sequence comparison	2020-02-13	2025-06-16	6	True	False	True	True	graphlan, metaphlan, bg_sortmerna, humann_renorm_table, taxonomy_krona_chart, humann_split_stratified_table, humann_unpack_pathways, combine_metaphlan2_humann2, graphlan_annotate, multiqc, cutadapt, humann_rename_table, Grep1, Cut1, fastq_paired_end_interlacer, export2graphlan, tp_find_and_replace, fastqc, tp_sort_header_tool, humann, humann_regroup_table	UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.cz, UseGalaxy.no	0		694	884	2.3	0
Microbiome	Metatranscriptomics analysis using microbiome RNA-seq data	https://training.galaxyproject.org//topics/microbiome/tutorials/metatranscriptomics/tutorial.html	Metatranscriptomics, Microbial ecology, Taxonomy, Function analysis, Sequence analysis	Aggregation, Taxonomic classification, Sequence alignment analysis, Sequence composition calculation, Sequence trimming, Phylogenetic analysis, Validation, Primer removal, Read pre-processing, Conversion, Phylogenetic tree editing, Species frequency estimation, Phylogenetic inference, Phylogenetic tree visualisation, Sequence similarity search, Statistical calculation, Visualisation, Sequencing quality control, Sequence comparison	2019-11-21	2025-06-16	6	True	True	True	True	graphlan, metaphlan, bg_sortmerna, humann_renorm_table, taxonomy_krona_chart, humann_split_stratified_table, humann_unpack_pathways, graphlan_annotate, multiqc, cutadapt, humann_rename_table, Grep1, Cut1, Grouping1, combine_metaphlan_humann, fastq_paired_end_interlacer, export2graphlan, tp_find_and_replace, fastqc, tp_sort_header_tool, humann, humann_regroup_table	UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.org (Main)	UseGalaxy.eu	0		2869655	7564598	4.316666666666666	0
Microbiome	QIIME 2 Cancer Microbiome Intervention	https://training.galaxyproject.org//topics/microbiome/tutorials/qiime2-cancer-microbiome-intervention/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding		2024-02-12	2024-03-14	3	external	False	False	False			UseGalaxy.eu, UseGalaxy.org, UseGalaxy.org.au, UseGalaxy.fr	0		385	620	3.183333333333333	0
Microbiome	Binning of metagenomic sequencing data	https://training.galaxyproject.org//topics/microbiome/tutorials/metagenomics-binning/tutorial.html	Metagenomics, Sequence assembly	Genome assembly, Sequence composition calculation, Statistical calculation, Sequencing quality control, Sequence assembly validation, Validation	2023-12-05	2025-05-15	6	True	False	True	False	checkm_lineage_wf, megahit	GalaxyTrakr, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr	UseGalaxy.org (Main), UseGalaxy.org.au	0		5228	6415	1.5333333333333334	0
Microbiome	QIIME 2 Moving Pictures	https://training.galaxyproject.org//topics/microbiome/tutorials/qiime2-moving-pictures/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding		2024-03-14	2024-03-14	1	external	False	False	False			UseGalaxy.eu, UseGalaxy.org, UseGalaxy.org.au, UseGalaxy.fr	0		526	820	2.933333333333333	0
Microbiome	16S Microbial Analysis with mothur (short)	https://training.galaxyproject.org//topics/microbiome/tutorials/mothur-miseq-sop-short/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Sequence clustering, Taxonomic classification, Phylogenetic analysis, Phylogenetic tree reconstruction, DNA barcoding, Phylogenetic tree generation, Phylogenetic tree analysis, Visualisation, Sequencing quality control, Sequence read processing	2019-05-13	2024-06-14	5	True	False	True	True	mothur_remove_seqs, mothur_remove_lineage, mothur_summary_single, mothur_dist_shared, mothur_make_shared, mothur_screen_seqs, mothur_summary_seqs, mothur_unique_seqs, mothur_heatmap_sim, mothur_cluster_split, collapse_dataset, mothur_rarefaction_single, mothur_venn, mothur_cluster, mothur_classify_otu, mothur_remove_groups, mothur_classify_seqs, mothur_count_groups, mothur_tree_shared, mothur_count_seqs, XY_Plot_1, mothur_sub_sample, mothur_chimera_vsearch, mothur_filter_seqs, mothur_dist_seqs, newick_display, mothur_pre_cluster	UseGalaxy.be, UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.cz, UseGalaxy.fr	0		4963	8251	4.616666666666666	0
Microbiome	16S Microbial Analysis with mothur (extended)	https://training.galaxyproject.org//topics/microbiome/tutorials/mothur-miseq-sop/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Sequence clustering, Taxonomic classification, Phylogenetic analysis, Phylogenetic tree reconstruction, DNA barcoding, Phylogenetic tree generation, Phylogenetic tree analysis, Visualisation, Sequencing quality control, Sequence read processing	2017-02-12	2024-03-14	4	True	False	False	True	mothur_make_biom, mothur_remove_lineage, mothur_remove_seqs, mothur_get_groups, mothur_summary_single, mothur_dist_shared, mothur_make_shared, mothur_screen_seqs, mothur_summary_seqs, mothur_unique_seqs, taxonomy_krona_chart, mothur_heatmap_sim, mothur_cluster_split, mothur_align_seqs, mothur_rarefaction_single, mothur_venn, mothur_cluster, mothur_classify_otu, mothur_remove_groups, mothur_classify_seqs, mothur_count_groups, mothur_tree_shared, mothur_count_seqs, XY_Plot_1, mothur_make_contigs, mothur_sub_sample, mothur_chimera_vsearch, mothur_filter_seqs, mothur_taxonomy_to_krona, mothur_dist_seqs, newick_display, mothur_seq_error, mothur_pre_cluster	UseGalaxy.be, UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	0		11444	16799	2.7666666666666666	0
Variant Analysis	M. tuberculosis Variant Analysis	https://training.galaxyproject.org//topics/variant-analysis/tutorials/tb-variant-analysis/tutorial.html	Genomics, Microbiology, Sequence assembly, Genetic variation, Public health and epidemiology, Infectious disease	Sequence alignment, Phylogenetic tree visualisation, Taxonomic classification, Sequence alignment analysis, Local alignment, Antimicrobial resistance prediction, Sequence composition calculation, Validation, Phylogenetic tree generation, Genome visualisation, Global alignment, Sequence analysis, Variant calling, Statistical calculation, Sequencing quality control, Sequence contamination filtering	2020-07-25	2024-07-26	30	True	False	True	True	jvarkit_wgscoverageplotter, mosdepth, bcftools_consensus, tb_variant_filter, tbvcfreport, samtools_stats, tp_sed_tool, multiqc, snippy, EMBOSS: seqret84, jbrowse, tb_profiler_profile, __FLATTEN__, upload1, kraken2, qualimap_bamqc, fastqc, EMBOSS:%20seqret84, tp_awk_tool, fastp			0		7398	11445	3.0166666666666666	0
Proteomics	metaQuantome 3: Taxonomy	https://training.galaxyproject.org//topics/proteomics/tutorials/metaquantome-taxonomy/tutorial.html	Proteomics, Proteogenomics, Metatranscriptomics, Microbial ecology, Metagenomics, Taxonomy	Principal component visualisation, Functional clustering, Statistical inference, Heat map generation, Indexing, Quantification, Visualisation, Query and retrieval, Filtering, Differential protein expression analysis	2020-10-29	2024-03-15	14	True	False	False	True	metaquantome_filter, metaquantome_db, metaquantome_stat, metaquantome_sample, metaquantome_viz, metaquantome_expand	UseGalaxy.be, UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		439	577	2.3666666666666667	0
Proteomics	Metaproteomics tutorial	https://training.galaxyproject.org//topics/proteomics/tutorials/metaproteomics/tutorial.html	Proteomics, Proteogenomics, Biodiversity, Taxonomy	Visualisation, Prediction and recognition	2017-06-28	2024-06-14	41	True	False	True	True	sqlite_to_tabular, query_tabular, peptide_shaker, unipept, search_gui	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.be, UseGalaxy.cz	0		2870	4575	2.716666666666667	0
Proteomics	metaQuantome 2: Function	https://training.galaxyproject.org//topics/proteomics/tutorials/metaquantome-function/tutorial.html	Proteomics, Proteogenomics, Metatranscriptomics, Microbial ecology, Metagenomics	Principal component visualisation, Functional clustering, Statistical inference, Heat map generation, Indexing, Quantification, Visualisation, Query and retrieval, Filtering, Differential protein expression analysis	2020-10-29	2024-03-15	14	True	False	False	True	metaquantome_filter, metaquantome_db, metaquantome_stat, metaquantome_sample, metaquantome_viz, metaquantome_expand	UseGalaxy.eu	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		410	581	4.183333333333334	0
