Topic	Title	Link	EDAM topic	EDAM operation	Creation	Last modification	Version	Tutorial	Slides	Video	Workflows	Tools	Servers with precise tool versions	Servers with tool but different versions	Feedback number	Feedback mean note	Visitors	Page views	Visit duration	Video views
Genome Annotation	Refining Genome Annotations with Apollo (prokaryotes)	https://training.galaxyproject.org//topics/genome-annotation/tutorials/apollo/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis	Genome visualisation	2021-06-04	2024-03-13	39	True	True	True	True	apollo_create_account, apollo_create_or_update, apollo_iframe, apollo_list_organism, jbrowse		UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.no	5	4.6	1623250	4435933	4.983333333333333	553
Genome Annotation	Bacterial Genome Annotation	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-genome-annotation/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis, Whole genome sequencing, Functional genomics, Mobile genetic elements	, Scaffolding, Genome visualisation, Genome assembly, Sequence motif recognition, Multilocus sequence typing, Genome annotation, Nucleic acid feature detection, Protein feature detection, Structural variation detection	2024-02-01	2024-03-13	8	True	False	False	True	Grouping1, text_processing, text_processing, bakta, integron_finder, isescan, jbrowse, plasmidfinder, tbl2gff3, upload1	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr		0		368	459	2.85	0
Genome Annotation	Comparative gene analysis in unannotated genomes	https://training.galaxyproject.org//topics/genome-annotation/tutorials/gene-centric/tutorial.html	Genomics, Gene and protein families, Sequence analysis, Phylogeny	, Coding region prediction, De-novo assembly, Database search, Phylogenetic tree generation, Transcriptome assembly	2022-09-08	2024-03-18	30	True	False	False	True	Cut1, Filter1, cat1, join1, diamond, diamond, diamond, split_file_on_column, column_maker, column_maker, intersect, tabular_to_fasta, regex_find_replace, orfipy, rapidnj, collapse_collections, mafft	UseGalaxy.eu, UseGalaxy.org (Main)	UseGalaxy.cz	0		783	1235	3.0	0
Genome Annotation	Essential genes detection with Transposon insertion sequencing	https://training.galaxyproject.org//topics/genome-annotation/tutorials/tnseq/tutorial.html	Genomics, Microbiology, Sequence analysis, Mobile genetic elements	, Sequence trimming, Transposon prediction	2019-07-02	2024-03-15	52	True	True	False	True	Cut1, Filter1, __EXTRACT_DATASET__, deeptools_bam_coverage, find_subsequences, text_processing, text_processing, bowtie_wrappers, column_maker, gff_to_prot, transit_gumbel, cutadapt	UseGalaxy.be, UseGalaxy.no	UseGalaxy.cz, UseGalaxy.eu	3	5.0	1856588	5225908	4.233333333333333	0
Genome Annotation	Genome annotation with Prokka	https://training.galaxyproject.org//topics/genome-annotation/tutorials/annotation-with-prokka/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis	Coding region prediction, Gene prediction, Genome annotation, Genome visualisation	2018-03-06	2024-03-13	41	True	True	True	True	prokka, prokka, jbrowse, jbrowse	UseGalaxy.be, UseGalaxy.eu, UseGalaxy.org (Main)	Galaxy@AuBi, GalaxyTrakr, MISSISSIPPI, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	17	3.764705882352941	1864736	5239875	4.3	749
Variant Analysis	Microbial Variant Calling	https://training.galaxyproject.org//topics/variant-analysis/tutorials/microbial-variants/tutorial.html	Genomics, Sequence assembly, DNA polymorphism, Microbiology, Sequence analysis, Genetic variation	Phylogenetic tree visualisation, Variant calling, Phylogenetic tree generation, Genome visualisation	2018-02-26	2024-03-14	36	True	False	False	True	jbrowse, snippy	UseGalaxy.be, UseGalaxy.eu, UseGalaxy.org (Main)	GalaxyTrakr, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	12	4.416666666666667	10728	18497	2.0166666666666666	0
Assembly	Genome Assembly of MRSA from Oxford Nanopore MinION data (and optionally Illumina data)	https://training.galaxyproject.org//topics/assembly/tutorials/mrsa-nanopore/tutorial.html	Sequence assembly, Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Antimicrobial Resistance	, Genome assembly, Visualisation, Sequence alignment, Sequence assembly validation, Filtering, Statistical calculation, Sequencing error detection, Sequencing quality control, Sequence contamination filtering, Box-Whisker plot plotting, Scatter plot plotting, Sequence composition calculation, Mapping assembly, Read mapping	2021-03-24	2024-03-13	35	True	False	False	True	CONVERTER_bz2_to_uncompressed, flye, fastqc, bandage, bwa_mem2, fastp, filtlong, filtlong, nanoplot, polypolish, porechop, quast, upload1	UseGalaxy.eu	UseGalaxy.cz	2	4.0	5721	8853	3.2666666666666666	0
Assembly	Making sense of a newly assembled genome	https://training.galaxyproject.org//topics/assembly/tutorials/ecoli_comparison/tutorial.html	Sequence assembly, Genomics, Microbiology	, Genome visualisation, Sequence visualisation	2018-06-14	2024-03-11	86	True	False	False	True	Cut1, Filter1, Grep1, cat1, join1, random_lines1, text_processing, text_processing, text_processing, text_processing, text_processing, text_processing, add_value, fasta_compute_length, fasta_filter_by_length, fasta_filter_by_length, lastz, merge_cols, bedtools, bedtools, bedtools, circos, circos, circos, datamash_ops, jbrowse, collapse_collections, collapse_collections, upload1			1	2.0	5664	11742	3.05	0
Genome Annotation	Identification of AMR genes in an assembled bacterial genome	https://training.galaxyproject.org//topics/genome-annotation/tutorials/amr-gene-detection/tutorial.html	Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Sequence analysis, Infectious disease, Antimicrobial Resistance	, Genome annotation, Read mapping, Genome visualisation	2024-01-23	2024-03-13	9	True	False	False	True	Grep1, bowtie2, bakta, jbrowse, tbl2gff3, staramr, upload1	UseGalaxy.eu, UseGalaxy.fr	UseGalaxy.cz	0		261	368	1.8	0
Genome Annotation	Refining Genome Annotations with Apollo (prokaryotes)	https://training.galaxyproject.org//topics/genome-annotation/tutorials/apollo/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis	Genome visualisation	2021-06-04	2024-03-13	39	True	True	True	True	apollo_create_account, apollo_create_or_update, apollo_iframe, apollo_list_organism, jbrowse		UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.no	5	4.6	1623250	4435934	4.983333333333333	553
Genome Annotation	Bacterial Genome Annotation	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-genome-annotation/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis, Whole genome sequencing, Functional genomics, Mobile genetic elements	, Scaffolding, Genome visualisation, Genome assembly, Sequence motif recognition, Multilocus sequence typing, Genome annotation, Nucleic acid feature detection, Protein feature detection, Structural variation detection	2024-02-01	2024-03-13	8	True	False	False	True	Grouping1, text_processing, text_processing, bakta, integron_finder, isescan, jbrowse, plasmidfinder, tbl2gff3, upload1	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr		0		368	459	2.85	0
Microbiome	Analyses of metagenomics data - The global picture	https://training.galaxyproject.org//topics/microbiome/tutorials/general-tutorial/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	Visualisation, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Sequence read processing, Taxonomic classification, DNA barcoding	2017-06-22	2024-03-14	4	True	False	False	True	taxonomy_krona_chart, humann2, humann2_regroup_table, humann2_renorm_table, metaphlan2, metaphlan2krona, mothur_align_seqs, mothur_classify_otu, mothur_classify_seqs, mothur_cluster_split, mothur_count_seqs, mothur_filter_seqs, mothur_make_biom, mothur_make_group, mothur_make_shared, mothur_merge_files, mothur_pre_cluster, mothur_screen_seqs, mothur_summary_seqs, mothur_unique_seqs, krona_text	UseGalaxy.be	UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	15	4.0	980	1250	2.3666666666666667	0
Microbiome	Metatranscriptomics analysis using microbiome RNA-seq data	https://training.galaxyproject.org//topics/microbiome/tutorials/metatranscriptomics/tutorial.html	Metatranscriptomics, Microbial ecology, Taxonomy, Function analysis, Sequence analysis	, Visualisation, Phylogenetic tree visualisation, Nucleic acid sequence analysis, Sequence trimming, Species frequency estimation, Statistical calculation, Phylogenetic tree editing, Phylogenetic analysis, Sequencing quality control, Validation, Taxonomic classification, Sequence composition calculation, Phylogenetic inference, Conversion, Phylogenetic tree analysis	2019-11-21	2024-03-14	3	True	True	False	True	Cut1, Grep1, combine_metaphlan2_humann2, text_processing, taxonomy_krona_chart, fastq_paired_end_interlacer, fastqc, export2graphlan, graphlan, graphlan_annotate, humann, humann_regroup_table, humann_rename_table, humann_renorm_table, humann_split_stratified_table, humann_unpack_pathways, metaphlan, multiqc, cutadapt, sortmerna	UseGalaxy.org (Main)	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org.au	6	4.5	1851372	5215211	4.383333333333334	0
Microbiome	Assembly of metagenomic sequencing data	https://training.galaxyproject.org//topics/microbiome/tutorials/metagenomics-assembly/tutorial.html	Metagenomics, Sequence assembly	, Formatting, Genome assembly, Visualisation, Sequence composition calculation, Sequence assembly validation, Sequence trimming, Sequence alignment analysis, Variant calling, Local alignment, Statistical calculation, Sequencing quality control, Sequence contamination filtering, Read pre-processing, Data handling, Read mapping	2022-12-05	2024-03-14	3	True	False	False	True	random_lines1, text_processing, unique, bamtools, bowtie2, bowtie2, fastqc, bandage, bandage, collection_column_join, coverm_contig, filter_tabular, megahit, megahit_contig2fastg, megahit_contig2fastg, ngsutils_bam_filter, quast, quast, seqtk, cutadapt, metaspades		UseGalaxy.cz, UseGalaxy.eu	0		474	687	2.6666666666666665	0
Microbiome	Identification of the micro-organisms in a beer using Nanopore sequencing	https://training.galaxyproject.org//topics/microbiome/tutorials/beer-data-analysis/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	, Sequencing quality control, Sequence contamination filtering, Aggregation, Taxonomic classification, Sequence composition calculation, Visualisation, Statistical calculation	2022-09-29	2024-03-14	3	True	False	False	True	Filter1, taxonomy_krona_chart, fastqc, fastp, kraken2, krakentools_kreport2krona, porechop	GalaxyTrakr, UseGalaxy.eu, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.cz	3	4.666666666666667	343	573	3.0	0
Microbiome	Metatranscriptomics analysis using microbiome RNA-seq data (short)	https://training.galaxyproject.org//topics/microbiome/tutorials/metatranscriptomics-short/tutorial.html	Metatranscriptomics, Microbial ecology, Taxonomy, Function analysis, Sequence analysis	, Visualisation, Phylogenetic tree visualisation, Nucleic acid sequence analysis, Sequence trimming, Species frequency estimation, Statistical calculation, Phylogenetic tree editing, Phylogenetic analysis, Sequencing quality control, Validation, Taxonomic classification, Sequence composition calculation, Phylogenetic inference, Conversion, Phylogenetic tree analysis	2020-02-13	2024-03-14	3	True	False	False	True	Cut1, Grep1, combine_metaphlan2_humann2, text_processing, taxonomy_krona_chart, fastq_paired_end_interlacer, fastqc, export2graphlan, graphlan, graphlan_annotate, humann, humann_regroup_table, humann_regroup_table, humann_rename_table, humann_rename_table, humann_renorm_table, humann_renorm_table, humann_split_stratified_table, humann_split_stratified_table, humann_unpack_pathways, humann_unpack_pathways, metaphlan, multiqc, cutadapt, sortmerna	UseGalaxy.org (Main)	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org.au	1	5.0	86	106	1.75	0
Microbiome	Taxonomic Profiling and Visualization of Metagenomic Data	https://training.galaxyproject.org//topics/microbiome/tutorials/taxonomic-profiling/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	, Aggregation, Taxonomic classification, Visualisation, Nucleic acid sequence analysis, Phylogenetic tree analysis	2023-05-03	2024-03-14	3	True	False	False	True	__UNZIP_COLLECTION__, interactive_tool_pavian, interactive_tool_phinch, taxonomy_krona_chart, taxonomy_krona_chart, bracken, kraken2, kraken_biom, krakentools_kreport2krona, metaphlan	UseGalaxy.eu		3	4.333333333333333	1129	1530	1.6166666666666667	0
Microbiome	16S Microbial analysis with Nanopore data	https://training.galaxyproject.org//topics/microbiome/tutorials/nanopore-16S-metagenomics/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis	, Visualisation, Statistical calculation, Sequencing quality control, Sequence contamination filtering, Validation, Taxonomic classification, Sequence composition calculation	2020-11-24	2024-03-14	3	True	False	False	True	Remove beginning1, text_processing, taxonomy_krona_chart, fastqc, datamash_reverse, fastp, kraken2, multiqc, porechop	UseGalaxy.be, UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	GalaxyTrakr, UseGalaxy.cz	11	4.818181818181818	756	1074	3.2333333333333334	0
Microbiome	Antibiotic resistance detection	https://training.galaxyproject.org//topics/microbiome/tutorials/plasmid-metagenomics-nanopore/tutorial.html	Metagenomic sequencing, Public health and epidemiology, Metagenomics, Microbiology, Infectious disease, Sequence analysis, Antimicrobial Resistance	, Aggregation, De-novo assembly, Genome assembly, Box-Whisker plot plotting, Scatter plot plotting, Mapping assembly, Pairwise sequence alignment	2019-06-25	2024-03-14	3	True	False	False	True	racon, racon, bandage, bandage, gfa_to_fa, gfa_to_fa, miniasm, miniasm, minimap2, minimap2, nanoplot, nanoplot, plasflow, unicycler, unicycler, staramr, staramr	UseGalaxy.eu	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	9	5.0	369	573	4.15	0
Microbiome	Pathogen detection from (direct Nanopore) sequencing data using Galaxy - Foodborne Edition	https://training.galaxyproject.org//topics/microbiome/tutorials/pathogen-detection-from-nanopore-foodborne-data/tutorial.html	Metagenomics, Public health and epidemiology, Taxonomy, Sequence assembly, Pathology, Sequence analysis	, Sequence assembly, Aggregation, Visualisation, Antimicrobial resistance prediction, Multilocus sequence typing, Sequencing quality control, Sequence contamination filtering, Box-Whisker plot plotting, Validation, Scatter plot plotting, Base-calling, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Taxonomic classification, Phylogenetic tree generation (from molecular sequences), Variant calling, Statistical calculation, Multiple sequence alignment, Sequence composition calculation, Pairwise sequence alignment	2023-01-26	2024-03-14	5	True	False	False	True	CONVERTER_gz_to_uncompressed, Cut1, Paste1, Remove beginning1, __BUILD_LIST__, __FILTER_EMPTY_DATASETS__, __FILTER_FAILED_DATASETS__, cat1, interactive_tool_phinch, param_value_from_file, add_line_to_file, flye, flye, split_file_on_column, split_file_to_collection, text_processing, text_processing, text_processing, text_processing, clustalw, fasta_to_tabular, fastqc, fastqc, tabular_to_fasta, abricate, bandage, bcftools_consensus, bcftools_consensus, bcftools_norm, bedtools, clair3, collection_element_identifiers, compose_text_param, datamash_transpose, fastp, fasttree, ggplot2_heatmap, ggplot2_heatmap, kraken2, kraken_biom, krakentools_extract_kraken_reads, medaka_consensus_pipeline, minimap2, mlst, multiqc, nanoplot, newick_utils, porechop, snpsift, snpsift, collapse_collections, seq_filter_by_id	UseGalaxy.eu		1	5.0	569	875	3.566666666666667	0
Microbiome	QIIME 2 Cancer Microbiome Intervention	https://training.galaxyproject.org//topics/microbiome/tutorials/qiime2-cancer-microbiome-intervention/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis		2024-02-12	2024-03-14	6	external	False	False	False			UseGalaxy.eu, UseGalaxy.org, UseGalaxy.org.au, UseGalaxy.fr	0		34	71	1.3833333333333333	0
Microbiome	QIIME 2 Moving Pictures	https://training.galaxyproject.org//topics/microbiome/tutorials/qiime2-moving-pictures/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis		2024-03-14	2024-03-14	2	external	False	False	False			UseGalaxy.eu, UseGalaxy.org, UseGalaxy.org.au, UseGalaxy.fr	0		7	9	1.4666666666666666	0
Microbiome	Binning of metagenomic sequencing data	https://training.galaxyproject.org//topics/microbiome/tutorials/metagenomics-binning/tutorial.html	Metagenomics, Sequence assembly	Sequencing quality control, Validation, Genome assembly, Sequence composition calculation, Sequence assembly validation, Statistical calculation	2023-12-05	2024-03-14	4	True	False	False	False	checkm_lineage_wf, megahit	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr		0		434	523	1.5333333333333334	0
Microbiome	16S Microbial Analysis with mothur (short)	https://training.galaxyproject.org//topics/microbiome/tutorials/mothur-miseq-sop-short/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis	Visualisation, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Sequence read processing, Taxonomic classification, DNA barcoding	2019-05-13	2024-03-14	4	True	False	False	True	xy_plot, mothur_chimera_vsearch, mothur_classify_otu, mothur_classify_seqs, mothur_cluster, mothur_cluster_split, mothur_count_groups, mothur_count_seqs, mothur_dist_seqs, mothur_dist_shared, mothur_filter_seqs, mothur_heatmap_sim, mothur_make_shared, mothur_pre_cluster, mothur_rarefaction_single, mothur_remove_groups, mothur_remove_lineage, mothur_remove_seqs, mothur_screen_seqs, mothur_sub_sample, mothur_summary_seqs, mothur_summary_single, mothur_tree_shared, mothur_unique_seqs, mothur_venn, newick_utils, collapse_collections	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.fr	9	4.666666666666667	635	1078	4.7	0
Microbiome	16S Microbial Analysis with mothur (extended)	https://training.galaxyproject.org//topics/microbiome/tutorials/mothur-miseq-sop/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis	Visualisation, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Sequence read processing, Taxonomic classification, DNA barcoding	2017-02-12	2024-03-14	4	True	False	False	True	taxonomy_krona_chart, xy_plot, mothur_align_seqs, mothur_chimera_vsearch, mothur_classify_otu, mothur_classify_seqs, mothur_cluster, mothur_cluster_split, mothur_count_groups, mothur_count_seqs, mothur_dist_seqs, mothur_dist_shared, mothur_filter_seqs, mothur_get_groups, mothur_heatmap_sim, mothur_make_biom, mothur_make_contigs, mothur_make_shared, mothur_pre_cluster, mothur_rarefaction_single, mothur_remove_groups, mothur_remove_lineage, mothur_remove_seqs, mothur_screen_seqs, mothur_seq_error, mothur_sub_sample, mothur_summary_seqs, mothur_summary_single, mothur_taxonomy_to_krona, mothur_tree_shared, mothur_unique_seqs, mothur_venn, newick_utils	UseGalaxy.be, UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	44	4.613636363636363	1651	2525	2.95	0
Evolution	Identifying tuberculosis transmission links: from SNPs to transmission clusters	https://training.galaxyproject.org//topics/evolution/tutorials/mtb_transmission/tutorial.html	Genomics, Microbiology, Infectious disease, DNA polymorphism	, Phylogenetic tree generation, Phylogenetic tree visualisation, Variant calling	2022-03-16	2024-03-12	15	True	False	False	True	Grep1, __MERGE_COLLECTION__, text_processing, text_processing, text_processing, text_processing, text_processing, bcftools_consensus, bcftools_consensus, samtools_view, snippy, snippy, snp_dists, snp_dists, snp_sites, tb_variant_filter, tb_variant_filter, tb_variant_filter, tbprofiler, add_input_name_as_column, collapse_collections, trimmomatic, upload1	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org (Main)	6	3.8333333333333335	1106	1819	2.7	0
Evolution	Tree thinking for tuberculosis evolution and epidemiology	https://training.galaxyproject.org//topics/evolution/tutorials/mtb_phylogeny/tutorial.html	Genomics, Microbiology, Phylogeny, Infectious disease	Sequence analysis, Phylogenetic tree analysis	2022-03-16	2024-03-12	18	True	False	False	True	interactive_tool_rstudio, raxml, raxml, upload1	UseGalaxy.eu	UseGalaxy.fr, UseGalaxy.org (Main)	4	4.75	983	1537	2.183333333333333	0
Variant Analysis	M. tuberculosis Variant Analysis	https://training.galaxyproject.org//topics/variant-analysis/tutorials/tb-variant-analysis/tutorial.html	Genomics, Microbiology, Sequence assembly, Genetic variation, Public health and epidemiology, Infectious disease	, Genome visualisation, Phylogenetic tree visualisation, Phylogenetic tree generation, Variant calling, Statistical calculation, Sequencing quality control, Validation, Taxonomic classification, Sequence composition calculation	2020-07-25	2024-03-14	62	True	False	False	True	text_processing, emboss_5, fastqc, samtools_stats, jbrowse, jvarkit_wgscoverageplotter, kraken2, multiqc, multiqc, snippy, tb_variant_filter, tb_variant_filter, tbprofiler, tbvcfreport, trimmomatic, upload1			18	4.611111111111111	4903	7917	2.783333333333333	1106
Genome Annotation	Identification of AMR genes in an assembled bacterial genome	https://training.galaxyproject.org//topics/genome-annotation/tutorials/amr-gene-detection/tutorial.html	Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Sequence analysis, Infectious disease, Antimicrobial Resistance	, Genome annotation, Read mapping, Genome visualisation	2024-01-23	2024-03-13	9	True	False	False	True	Grep1, bowtie2, bakta, jbrowse, tbl2gff3, staramr, upload1	UseGalaxy.eu, UseGalaxy.fr	UseGalaxy.cz	0		261	368	1.8	0
Proteomics	metaQuantome 2: Function	https://training.galaxyproject.org//topics/proteomics/tutorials/metaquantome-function/tutorial.html	Proteomics, Proteogenomics, Metatranscriptomics, Microbial ecology, Metagenomics		2020-10-29	2024-03-14	38	True	False	False	True	metaquantome_db, metaquantome_db, metaquantome_expand, metaquantome_expand, metaquantome_filter, metaquantome_filter, metaquantome_sample, metaquantome_sample, metaquantome_stat, metaquantome_stat, metaquantome_viz, metaquantome_viz	UseGalaxy.eu	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org.au	0		324	470	3.85	0
