Topic	Title	Link	EDAM topic	EDAM operation	Creation	Last modification	Version	Tutorial	Slides	Video	Workflows	Tools	Servers with precise tool versions	Servers with tool but different versions	Feedback number	Feedback mean note	Visitors	Page views	Visit duration	Video views
Assembly	Using the VGP workflows to assemble a vertebrate genome with HiFi and Hi-C data	https://training.galaxyproject.org//topics/assembly/tutorials/vgp_workflow_training/tutorial.html	Sequence assembly, Chromosome conformation capture	Visualisation, Sequence assembly validation	2022-04-06	2025-09-09	26	True	False	True	False	quast	Galaxy@AuBi, GalaxyTrakr, MISSISSIPPI, UseGalaxy.be, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au		0		3436	4768	2.7	0
Climate	Getting your hands-on earth data	https://training.galaxyproject.org//topics/climate/tutorials/earth_system/tutorial.html			2024-10-04	2025-05-10	2	True	False	False	False	argo_getdata, obis_data, spocc_occ, c3s	UseGalaxy.eu		0		96	130	2.6333333333333333	0
Ecology	Sentinel 2 biodiversity	https://training.galaxyproject.org//topics/ecology/tutorials/remote-sensing/tutorial.html			2023-04-13	2025-06-03	6	True	False	False	True	srs_spectral_indices, srs_diversity_maps, srs_preprocess_s2, srs_pca, srs_global_indices, srs_process_data	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr		0		593	763	1.55	0
Ecology	Compute and analyze biodiversity metrics with PAMPA toolsuite	https://training.galaxyproject.org//topics/ecology/tutorials/PAMPA-toolsuite-tutorial/tutorial.html			2020-11-19	2025-09-03	23	True	False	True	True	Count1, Filter1, pampa_plotglm, tp_easyjoin_tool, regexColumn1, tp_sort_header_tool, regex1, mergeCols1, pampa_communitymetrics, tp_cut_tool, pampa_presabs, pampa_glmsp, tp_cat, datamash_transpose, pampa_glmcomm	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.org.au	0		1085	1432	1.8333333333333333	0
Ecology	RAD-Seq to construct genetic maps	https://training.galaxyproject.org//topics/ecology/tutorials/genetic-map-rad-seq/tutorial.html		Data handling	2017-02-14	2025-06-03	13	True	False	False	True	stacks_genotypes, stacks_denovomap	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org.au		0		873	1230	1.3666666666666667	0
Ecology	Champs blocs indicators	https://training.galaxyproject.org//topics/ecology/tutorials/champs-blocs/tutorial.html			2023-01-04	2025-06-03	11	True	False	False	True	cb_qecb, cb_eco, cb_div, cb_dissim, cb_ivr			0		169	318	2.0166666666666666	0
Ecology	Species distribution modeling	https://training.galaxyproject.org//topics/ecology/tutorials/species-distribution-modeling/tutorial.html			2019-07-04	2025-06-03	18	True	False	False	True	Filter1, tp_find_and_replace, tabular_to_csv, spocc_occ, tp_cut_tool, interactive_tool_wallace	UseGalaxy.eu, UseGalaxy.fr		0		3135	4755	1.15	0
Ecology	RAD-Seq de-novo data analysis	https://training.galaxyproject.org//topics/ecology/tutorials/de-novo-rad-seq/tutorial.html		Statistical calculation, Sequencing quality control, Data handling, Sequence composition calculation	2017-02-14	2025-06-03	14	True	False	False	True	stacks_denovomap, stacks_procrad, stacks_populations, fastqc	UseGalaxy.be, UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org.au	0		2631	4213	2.0833333333333335	0
Ecology	Regional GAM	https://training.galaxyproject.org//topics/ecology/tutorials/regionalGAM/tutorial.html	Ecology	Visualisation	2019-07-04	2025-06-03	18	True	False	False	True	Count1, Remove beginning1, Filter1, regionalgam_flight_curve, csv2tab_R, regionalgam_ab_index, tab2csv_R, regionalgam_plot_trend, regexColumn1, regionalgam_glmmpql, mergeCols1, regionalgam_gls, flight-curve, ggplot2_point, tp_awk_tool, regionalgam_autocor_acf, Paste1			0		336	451	3.5166666666666666	0
Ecology	Metabarcoding/eDNA through Obitools	https://training.galaxyproject.org//topics/ecology/tutorials/Obitools-metabarcoding/tutorial.html		Sequence analysis, Sequence composition calculation, Statistical calculation, Sequencing quality control	2022-02-28	2025-06-03	12	True	False	True	True	Filter1, Cut1, obi_clean, fastqc, fastq_groomer, unzip, obi_uniq, obi_ngsfilter, seq_filter_by_id, wc_gnu, obi_tab, obi_annotate, obi_grep, obi_illumina_pairend, obi_stat, ncbi_blastn_wrapper, join1	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org.au	UseGalaxy.cz, UseGalaxy.fr	0		4413	6128	1.9333333333333333	0
Ecology	Obis marine indicators	https://training.galaxyproject.org//topics/ecology/tutorials/obisindicators/tutorial.html	Biodiversity, Ecology, Data mining		2023-04-11	2025-06-03	9	True	False	False	True	tp_cut_tool, obisindicators, obis_data	UseGalaxy.eu		0		308	387	2.0833333333333335	0
Ecology	Preparing genomic data for phylogeny reconstruction	https://training.galaxyproject.org//topics/ecology/tutorials/phylogeny-data-prep/tutorial.html		Sequence clustering, Multiple sequence alignment, Sequence analysis, Genetic variation analysis, Genome annotation, Sequence assembly validation	2022-10-21	2025-06-03	5	True	False	False	True	Filter1, funannotate_predict, proteinortho_grab_proteins, collapse_dataset, regex1, busco, clustalw, tp_replace_in_line, glimmer_gbk_to_orf, proteinortho, repeatmasker_wrapper, phykit_alignment_based, clipkit			0		2142	2932	2.7	0
Ecology	Ecoregionalization workflow tutorial	https://training.galaxyproject.org//topics/ecology/tutorials/Ecoregionalization_tutorial/tutorial.html			2024-09-16	2025-06-03	7	True	False	False	True	ecoregion_brt_analysis, ecoregion_cluster_estimate, ecoregion_taxa_seeker, regexColumn1, unzip, mergeCols1, filter_tabular, tp_cut_tool, ecoregion_eco_map, ecoregion_GeoNearestNeighbor, ecoregion_clara_cluster, interactive_tool_jupyter_notebook	UseGalaxy.eu		0		239	326	3.216666666666667	0
Ecology	Life Traits Ecoregionalization workflow	https://training.galaxyproject.org//topics/ecology/tutorials/ecoregiolifetraits/tutorial.html			2025-06-02	2025-06-10	3	True	False	False	False	ecoregion_brt_analysis, Filter1, ecoregion_taxa_seeker, regexColumn1, unzip, tp_cut_tool, ClaraGuess, ecoregion_eco_map, ecoregion_GeoNearestNeighbor, WormsMeasurements, column_remove_by_header	UseGalaxy.eu		0		27	30	3.75	0
Ecology	RAD-Seq Reference-based data analysis	https://training.galaxyproject.org//topics/ecology/tutorials/ref-based-rad-seq/tutorial.html		Sequence alignment, Generation, Sequence composition calculation, Read mapping, Validation, Genome indexing, Data handling, Statistical calculation, Sequencing quality control	2017-02-14	2025-06-03	14	True	False	False	True	Count1, Filter1, Cut1, cat1, regex_replace, Convert characters1, tp_sort_header_tool, fastqc, stacks_refmap, bwa, tp_replace_in_line, addValue, multiqc, stacks_populations, stacks_procrad, Summary_Statistics1, bwa_wrapper, Grep1			0		3004	4721	1.7833333333333334	0
Ecology	Creating FAIR Quality assessment reports and draft of Data Papers from EML metadata with MetaShRIMPS	https://training.galaxyproject.org//topics/ecology/tutorials/Metashrimps_tutorial/tutorial.html			2024-01-22	2025-06-03	6	True	False	False	False	interactive_tool_metashrimps	UseGalaxy.eu		0		99	106	1.9333333333333333	0
Ecology	Taxonomic Analysis of eDNA	https://training.galaxyproject.org//topics/ecology/tutorials/eDNA-taxonomic-analysis/tutorial.html		Sequencing quality control, Sequence contamination filtering	2025-06-02	2025-06-03	2	True	False	False	True	Count1, cshl_fastq_to_fasta, ncbi_blastn_wrapper, fastp	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main), UseGalaxy.org.au	Galaxy@AuBi, MISSISSIPPI, UseGalaxy.be, UseGalaxy.no	0		393	499	0.8	0
Ecology	Cleaning GBIF data for the use in Ecology	https://training.galaxyproject.org//topics/ecology/tutorials/gbif_cleaning/tutorial.html			2022-10-28	2025-06-03	6	True	False	False	True	Count1, Filter1, gdal_ogr2ogr, spocc_occ, Summary_Statistics1	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.no		0		624	777	0.95	0
Ecology	Marine Omics identifying biosynthetic gene clusters	https://training.galaxyproject.org//topics/ecology/tutorials/marine_omics_bgc/tutorial.html		Sequence motif recognition, Protein feature detection, Genome annotation	2024-08-19	2025-06-03	3	True	False	False	True	prodigal, regex1, SanntiS_marine, sanntis_marine, interproscan			0		164	192	2.7333333333333334	0
Ecology	Biodiversity data exploration	https://training.galaxyproject.org//topics/ecology/tutorials/biodiversity-data-exploration/tutorial.html			2022-03-01	2025-06-03	15	True	False	True	True	ecology_beta_diversity, Remove beginning1, ecology_link_between_var, regexColumn1, ecology_stat_presence_abs, ecology_homogeneity_normality, tp_cut_tool, ecology_presence_abs_abund, tool_anonymization	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.fr	0		1586	2224	2.7333333333333334	0
Ecology	Cleaning GBIF data using OpenRefine	https://training.galaxyproject.org//topics/ecology/tutorials/openrefine_gbif/tutorial.html			2025-01-21	2025-06-03	5	True	False	False	False	interactive_tool_openrefine, regex1	UseGalaxy.eu, UseGalaxy.fr		0		138	165	0.85	0
Ecology	QGIS Web Feature Services	https://training.galaxyproject.org//topics/ecology/tutorials/QGIS_Web_Feature_Services/tutorial.html			2023-10-11	2025-06-03	6	True	False	False	False	interactive_tool_qgis	UseGalaxy.eu		0		266	307	1.6333333333333333	0
Genome Annotation	Comparison of two annotation tools - Helixer and Braker3	https://training.galaxyproject.org//topics/genome-annotation/tutorials/comparison-braker-helixer-annotation/tutorial.html	Sequence assembly, Genomics	Sequence alignment, Differential protein expression profiling, Sequence annotation, Sequence assembly validation, Genome visualisation, Gene prediction, Genome annotation	2025-06-20	2025-06-25	2	True	False	False	True	jbrowse, helixer, busco, gffread, omark, rna_star, braker3			0		274	333	1.9833333333333334	0
Genome Annotation	Masking repeats with RepeatMasker	https://training.galaxyproject.org//topics/genome-annotation/tutorials/repeatmasker/tutorial.html	Sequence composition, complexity and repeats, Genomics	Repeat sequence detection, Mapping, RNA-Seq analysis, Genome annotation, Editing	2021-11-29	2025-06-03	22	True	False	True	True	red, bedtools_maskfastabed, repeatmodeler, repeatmasker_wrapper	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main), UseGalaxy.org.au		0		9852	12581	1.4	0
Genome Annotation	Refining Genome Annotations with Apollo (prokaryotes)	https://training.galaxyproject.org//topics/genome-annotation/tutorials/apollo/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis	Genome visualisation	2021-06-04	2025-05-15	22	True	True	True	True	jbrowse, create_or_update, iframe, create_account, list_organism		UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.no	0		2638250	6779406	5.15	0
Genome Annotation	Genome annotation with Braker3	https://training.galaxyproject.org//topics/genome-annotation/tutorials/braker3/tutorial.html	Sequence assembly, Genomics, Biodiversity, Zoology, Plant biology	Sequence alignment, Genome visualisation, Differential protein expression profiling, Sequence annotation, Gene prediction, Genome annotation, Sequence assembly validation	2025-03-17	2025-06-20	4	True	False	False	True	jbrowse, busco, gffread, omark, fasta-stats, rna_star, braker3			0		1173	1460	2.033333333333333	0
Genome Annotation	Genome annotation with Helixer	https://training.galaxyproject.org//topics/genome-annotation/tutorials/helixer/tutorial.html	Biodiversity, Genomics, Zoology, Plant biology	Genome visualisation, Differential protein expression profiling, Sequence annotation, Gene prediction, Genome annotation, Sequence assembly validation	2024-08-21	2025-06-04	8	True	False	False	True	jbrowse, helixer, busco, gffread, omark, jcvi_gff_stats			0		1119	1342	1.7	0
Genome Annotation	Genome annotation with Funannotate	https://training.galaxyproject.org//topics/genome-annotation/tutorials/funannotate/tutorial.html	Gene and protein families	Sequence alignment, Information extraction, Sequence annotation, Sequence motif recognition, Protein feature detection, Formatting, Sequence assembly validation, Genome visualisation, Homology-based gene prediction, Query and retrieval, Genome annotation, Fold recognition	2021-11-29	2025-06-10	26	True	False	True	True	jbrowse, aegean_parseval, funannotate_annotate, funannotate_predict, rna_star, busco, picard_MergeSamFiles, eggnog_mapper, interproscan, funannotate_compare	UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.org.au	0		10431	14824	1.9666666666666666	0
Genome Annotation	Comparative gene analysis in unannotated genomes	https://training.galaxyproject.org//topics/genome-annotation/tutorials/gene-centric/tutorial.html	Genomics, Gene and protein families, Sequence analysis, Phylogeny, Comparative genomics	Coding region prediction, Phylogenetic tree generation, Database search, Multiple sequence alignment, Sequence alignment analysis, Transcriptome assembly, De-novo assembly	2022-09-08	2025-06-03	10	True	False	False	True	bg_diamond, bg_diamond_view, Filter1, Cut1, cat1, tp_split_on_column, orfipy, bg_diamond_makedb, regexColumn1, collapse_dataset, tab2fasta, Add_a_column1, join1, rapidnj, rbc_mafft, gops_intersect_1	UseGalaxy.eu, UseGalaxy.org (Main)	UseGalaxy.cz	0		1796	2542	3.0833333333333335	0
Genome Annotation	Functional annotation of protein sequences	https://training.galaxyproject.org//topics/genome-annotation/tutorials/functional/tutorial.html	Function analysis, Protein sites, features and motifs	Homology-based gene prediction, Information extraction, Sequence alignment analysis, Query and retrieval, Sequence motif recognition, Protein feature detection, Genome annotation, Fold recognition	2022-07-20	2025-06-03	12	True	False	False	True	bg_diamond, ncbi_blastp_wrapper, eggnog_mapper, interproscan	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.no	0		4045	5453	1.6833333333333333	0
Genome Annotation	Refining Genome Annotations with Apollo (eukaryotes)	https://training.galaxyproject.org//topics/genome-annotation/tutorials/apollo-euk/tutorial.html	Genomics	Genome visualisation	2022-08-22	2025-06-03	16	True	False	False	False	iframe, create_or_update, jbrowse	UseGalaxy.no	UseGalaxy.cz, UseGalaxy.eu	0		1410	2168	2.433333333333333	0
