Topic	Title	Link	EDAM topic	EDAM operation	Creation	Last modification	Version	Tutorial	Slides	Video	Workflows	Tools	Servers with precise tool versions	Servers with tool but different versions	Feedback number	Feedback mean note	Visitors	Page views	Visit duration	Video views
Genome Annotation	Identification of AMR genes in an assembled bacterial genome	https://training.galaxyproject.org//topics/genome-annotation/tutorials/amr-gene-detection/tutorial.html	Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Sequence analysis, Infectious disease, Antimicrobial Resistance	Genome visualisation, Genome annotation, Read mapping	2024-01-23	2024-03-13	5	True	False	False	True	staramr_search, jbrowse, bakta, bowtie2, upload1, tbl2gff3, Grep1	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi	0		910	1291	3.033333333333333	0
Genome Annotation	Bacterial Genome Annotation	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-genome-annotation/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis, Whole genome sequencing, Functional genomics, Mobile genetic elements	Genome visualisation, Nucleic acid feature detection, Sequence motif recognition, Protein feature detection, Genome annotation, Scaffolding, Multilocus sequence typing, Structural variation detection, Genome assembly	2024-02-01	2024-08-01	4	True	False	False	True	integron_finder, isescan, jbrowse, bakta, upload1, Grouping1, tp_replace_in_column, plasmidfinder, tbl2gff3, tp_tail_tool	UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi, UseGalaxy.cz	0		1701	2259	2.316666666666667	0
Genome Annotation	Comparative gene analysis in unannotated genomes	https://training.galaxyproject.org//topics/genome-annotation/tutorials/gene-centric/tutorial.html	Genomics, Gene and protein families, Sequence analysis, Phylogeny	Multiple sequence alignment, De-novo assembly, Transcriptome assembly, Coding region prediction, Phylogenetic tree generation, Sequence alignment analysis, Database search	2022-09-08	2024-03-18	8	True	False	False	True	collapse_dataset, tab2fasta, bg_diamond_view, Filter1, bg_diamond, tp_split_on_column, rapidnj, orfipy, join1, rbc_mafft, Add_a_column1, cat1, regexColumn1, Cut1, bg_diamond_makedb, gops_intersect_1	UseGalaxy.eu, UseGalaxy.org (Main)	UseGalaxy.cz	0		961	1459	3.1166666666666667	0
Genome Annotation	Essential genes detection with Transposon insertion sequencing	https://training.galaxyproject.org//topics/genome-annotation/tutorials/tnseq/tutorial.html	Genomics, Microbiology, Sequence analysis, Mobile genetic elements	Transposon prediction, Read pre-processing, Primer removal, Sequence trimming	2019-07-02	2024-03-18	12	True	True	False	True	bg_find_subsequences, Filter1, gff_to_prot, bowtie_wrapper, tp_easyjoin_tool, tp_sort_header_tool, transit_gumbel, cutadapt, __EXTRACT_DATASET__, Add_a_column1, Cut1, deeptools_bam_coverage	UseGalaxy.no, UseGalaxy.org.au	UseGalaxy.cz, UseGalaxy.eu	0		2052316	5697612	4.25	0
Genome Annotation	Genome annotation with Prokka	https://training.galaxyproject.org//topics/genome-annotation/tutorials/annotation-with-prokka/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis	Genome annotation, Genome visualisation, Gene prediction, Coding region prediction	2018-03-06	2024-06-14	24	True	True	True	True	prokka, jbrowse	UseGalaxy.eu, UseGalaxy.org (Main)	Galaxy@AuBi, GalaxyTrakr, MISSISSIPPI, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		2061200	5712474	4.333333333333333	832
Genome Annotation	Refining Genome Annotations with Apollo (prokaryotes)	https://training.galaxyproject.org//topics/genome-annotation/tutorials/apollo/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis	Genome visualisation	2021-06-04	2024-06-14	20	True	True	True	True	list_organism, iframe, jbrowse, create_or_update, create_account		UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.no	0		1818758	4907323	4.966666666666667	640
Genome Annotation	Identification of AMR genes in an assembled bacterial genome	https://training.galaxyproject.org//topics/genome-annotation/tutorials/amr-gene-detection/tutorial.html	Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Sequence analysis, Infectious disease, Antimicrobial Resistance	Genome visualisation, Genome annotation, Read mapping	2024-01-23	2024-03-13	5	True	False	False	True	staramr_search, jbrowse, bakta, bowtie2, upload1, tbl2gff3, Grep1	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi	0		910	1291	3.033333333333333	0
Genome Annotation	Bacterial Genome Annotation	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-genome-annotation/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis, Whole genome sequencing, Functional genomics, Mobile genetic elements	Genome visualisation, Nucleic acid feature detection, Sequence motif recognition, Protein feature detection, Genome annotation, Scaffolding, Multilocus sequence typing, Structural variation detection, Genome assembly	2024-02-01	2024-08-01	4	True	False	False	True	integron_finder, isescan, jbrowse, bakta, upload1, Grouping1, tp_replace_in_column, plasmidfinder, tbl2gff3, tp_tail_tool	UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi, UseGalaxy.cz	0		1701	2259	2.316666666666667	0
Variant Analysis	Microbial Variant Calling	https://training.galaxyproject.org//topics/variant-analysis/tutorials/microbial-variants/tutorial.html	Genomics, Sequence assembly, DNA polymorphism, Microbiology, Sequence analysis, Genetic variation	Genome visualisation, Variant calling, Phylogenetic tree generation, Phylogenetic tree visualisation	2018-02-26	2024-03-15	23	True	False	False	True	snippy, jbrowse	UseGalaxy.eu, UseGalaxy.org (Main)	GalaxyTrakr, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		12069	20206	2.0	0
Assembly	Genome Assembly of MRSA from Oxford Nanopore MinION data (and optionally Illumina data)	https://training.galaxyproject.org//topics/assembly/tutorials/mrsa-nanopore/tutorial.html	Sequence assembly, Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Antimicrobial Resistance	Sequence assembly visualisation, Sequence composition calculation, Sequence alignment, Read mapping, Visualisation, Box-Whisker plot plotting, De-novo assembly, Statistical calculation, Sequencing error detection, Scatter plot plotting, Cross-assembly, Sequence assembly validation, Mapping assembly, Filtering, Sequence contamination filtering, Sequencing quality control, Genome assembly	2021-03-24	2024-03-13	14	True	False	False	True	porechop, CONVERTER_bz2_to_uncompressed, fastp, bandage_image, bwa_mem2, filtlong, upload1, nanoplot, quast, fastqc, polypolish, flye	UseGalaxy.eu	UseGalaxy.cz	0		6736	10407	3.433333333333333	0
Assembly	Making sense of a newly assembled genome	https://training.galaxyproject.org//topics/assembly/tutorials/ecoli_comparison/tutorial.html	Sequence assembly, Genomics, Microbiology	Genome visualisation, Mapping, Read mapping, Sequence visualisation, Sequence alignment	2018-06-14	2024-06-24	29	True	False	False	True	tp_sort_header_tool, tp_grep_tool, circos_aln_to_links, lastz_wrapper_2, tp_replace_in_line, collapse_dataset, random_lines1, tp_sed_tool, upload1, fasta_filter_by_length, Cut1, jbrowse, bedtools_intersectbed, addValue, join1, tp_replace_in_column, datamash_ops, fasta_compute_length, Filter1, tp_cat, bedtools_complementbed, mergeCols1, bedtools_sortbed, cat1, circos_interval_to_tiles, circos, Grep1			0		5917	12039	3.0166666666666666	0
Microbiome	Analyses of metagenomics data - The global picture	https://training.galaxyproject.org//topics/microbiome/tutorials/general-tutorial/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	Sequence clustering, DNA barcoding, Sequence read processing, Visualisation, Taxonomic classification, Sequencing quality control, Phylogenetic analysis	2017-06-22	2024-03-14	3	True	False	False	True	taxonomy_krona_chart, mothur_cluster_split, mothur_classify_otu, mothur_make_group, humann2, metaphlan2krona, mothur_filter_seqs, mothur_classify_seqs, mothur_pre_cluster, mothur_make_biom, mothur_merge_files, mothur_screen_seqs, mothur_unique_seqs, humann2_regroup_table, humann2_renorm_table, mothur_align_seqs, mothur_summary_seqs, krona-text, mothur_make_shared, metaphlan2, mothur_count_seqs		UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		2863	3876	2.75	0
Microbiome	Building an amplicon sequence variant (ASV) table from 16S data using DADA2	https://training.galaxyproject.org//topics/microbiome/tutorials/dada-16S/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis	Variant calling, DNA barcoding, Analysis, Visualisation, Deposition	2024-06-05	2024-07-26	6	True	False	False	True	dada2_learnErrors, tp_replace_in_line, phyloseq_from_dada2, dada2_seqCounts, __SORTLIST__, __UNZIP_COLLECTION__, dada2_plotQualityProfile, Add_a_column1, dada2_assignTaxonomyAddspecies, dada2_removeBimeraDenovo, interactive_tool_phyloseq, Grouping1, tp_replace_in_column, collection_element_identifiers, tp_head_tool, dada2_filterAndTrim, dada2_dada, dada2_mergePairs, cat1, dada2_makeSequenceTable	UseGalaxy.eu		0		507	690	2.2333333333333334	0
Microbiome	16S Microbial analysis with Nanopore data	https://training.galaxyproject.org//topics/microbiome/tutorials/nanopore-16S-metagenomics/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis	Sequence contamination filtering, Sequence composition calculation, Sequencing quality control, Visualisation, Taxonomic classification, Statistical calculation, Validation	2020-11-24	2024-07-31	5	True	False	False	True	datamash_reverse, multiqc, porechop, fastp, fastqc, tp_replace_in_line, taxonomy_krona_chart, kraken2, Remove beginning1	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	GalaxyTrakr, UseGalaxy.cz	0		2244	3187	2.85	0
Microbiome	Metatranscriptomics analysis using microbiome RNA-seq data (short)	https://training.galaxyproject.org//topics/microbiome/tutorials/metatranscriptomics-short/tutorial.html	Metatranscriptomics, Microbial ecology, Taxonomy, Function analysis, Sequence analysis	Sequence composition calculation, Sequence comparison, Visualisation, Taxonomic classification, Read pre-processing, Sequence similarity search, Phylogenetic tree editing, Nucleic acid sequence analysis, Sequence trimming, Phylogenetic analysis, Sequence alignment analysis, Phylogenetic tree analysis, Statistical calculation, Phylogenetic tree visualisation, Validation, Conversion, Species frequency estimation, Sequencing quality control, Phylogenetic inference, Primer removal	2020-02-13	2024-06-14	4	True	False	False	True	graphlan_annotate, metaphlan, taxonomy_krona_chart, bg_sortmerna, humann, combine_metaphlan2_humann2, fastqc, humann_renorm_table, Cut1, humann_split_stratified_table, fastq_paired_end_interlacer, humann_regroup_table, graphlan, tp_find_and_replace, multiqc, export2graphlan, humann_rename_table, cutadapt, humann_unpack_pathways, Grep1	UseGalaxy.org (Main)	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org.au	0		225	288	1.7166666666666666	1802
Microbiome	Assembly of metagenomic sequencing data	https://training.galaxyproject.org//topics/microbiome/tutorials/metagenomics-assembly/tutorial.html	Metagenomics, Sequence assembly	Sequence assembly visualisation, Sequence composition calculation, Data handling, Read mapping, Read pre-processing, Visualisation, Sequence trimming, Local alignment, Sequence alignment analysis, Formatting, Statistical calculation, Variant calling, Sequence assembly validation, Sequence contamination filtering, Sequence file editing, Sequencing quality control, Primer removal, Genome assembly	2022-12-05	2024-06-14	4	True	False	False	True	megahit, collection_column_join, random_lines1, coverm_contig, ngsutils_bam_filter, bamtools, metaspades, bandage_info, bowtie2, tp_cat, bandage_image, cutadapt, filter_tabular, fastqc, quast, seqtk_subseq, bg_uniq, megahit_contig2fastg		UseGalaxy.cz, UseGalaxy.eu	0		1315	1853	2.566666666666667	681
Microbiome	Taxonomic Profiling and Visualization of Metagenomic Data	https://training.galaxyproject.org//topics/microbiome/tutorials/taxonomic-profiling/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	Nucleic acid sequence analysis, Aggregation, Visualisation, Taxonomic classification, Statistical calculation, Phylogenetic tree analysis	2023-05-03	2024-06-14	4	True	False	False	True	krakentools_kreport2krona, interactive_tool_phinch, metaphlan, __UNZIP_COLLECTION__, est_abundance, kraken_biom, taxonomy_krona_chart, interactive_tool_pavian, kraken2	UseGalaxy.eu	UseGalaxy.fr, UseGalaxy.org.au	0		3438	4689	1.85	1414
Microbiome	Metatranscriptomics analysis using microbiome RNA-seq data	https://training.galaxyproject.org//topics/microbiome/tutorials/metatranscriptomics/tutorial.html	Metatranscriptomics, Microbial ecology, Taxonomy, Function analysis, Sequence analysis	Sequence composition calculation, Sequence comparison, Visualisation, Taxonomic classification, Read pre-processing, Sequence similarity search, Phylogenetic tree editing, Nucleic acid sequence analysis, Sequence trimming, Phylogenetic analysis, Sequence alignment analysis, Phylogenetic tree analysis, Statistical calculation, Phylogenetic tree visualisation, Validation, Conversion, Species frequency estimation, Sequencing quality control, Phylogenetic inference, Primer removal	2019-11-21	2024-06-14	4	True	True	False	True	graphlan_annotate, metaphlan, taxonomy_krona_chart, bg_sortmerna, humann, combine_metaphlan2_humann2, fastqc, humann_renorm_table, Cut1, humann_split_stratified_table, fastq_paired_end_interlacer, humann_regroup_table, graphlan, tp_find_and_replace, multiqc, export2graphlan, humann_rename_table, cutadapt, humann_unpack_pathways, Grep1	UseGalaxy.org (Main)	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org.au	0		2047977	5687962	4.15	1802
Microbiome	Identification of the micro-organisms in a beer using Nanopore sequencing	https://training.galaxyproject.org//topics/microbiome/tutorials/beer-data-analysis/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	Sequence contamination filtering, Sequence composition calculation, Aggregation, Sequencing quality control, Visualisation, Taxonomic classification, Statistical calculation	2022-09-29	2024-06-14	4	True	False	False	True	porechop, Filter1, fastp, krakentools_kreport2krona, fastqc, taxonomy_krona_chart, kraken2	GalaxyTrakr, UseGalaxy.eu, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.cz	0		1080	1716	2.8333333333333335	306
Microbiome	Antibiotic resistance detection	https://training.galaxyproject.org//topics/microbiome/tutorials/plasmid-metagenomics-nanopore/tutorial.html	Metagenomic sequencing, Public health and epidemiology, Metagenomics, Microbiology, Infectious disease, Sequence analysis, Antimicrobial Resistance	Sequence assembly visualisation, Scatter plot plotting, Aggregation, Mapping assembly, Sequence analysis, Pairwise sequence alignment, Box-Whisker plot plotting, De-novo assembly, Genome assembly	2019-06-25	2024-06-14	4	True	False	False	True	PlasFlow, staramr_search, minimap2, unicycler, bandage_image, nanoplot, miniasm, racon, gfa_to_fa	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	0		1093	1702	4.1	802
Microbiome	Pathogen detection from (direct Nanopore) sequencing data using Galaxy - Foodborne Edition	https://training.galaxyproject.org//topics/microbiome/tutorials/pathogen-detection-from-nanopore-foodborne-data/tutorial.html	Metagenomics, Public health and epidemiology, Taxonomy, Sequence assembly, Pathology, Sequence analysis	Multiple sequence alignment, Sequence assembly visualisation, Sequence composition calculation, Phylogenetic tree reconstruction, Data handling, Visualisation, Taxonomic classification, Pairwise sequence alignment, De-novo assembly, Box-Whisker plot plotting, Multilocus sequence typing, Phylogenetic tree generation (from molecular sequences), Sequence alignment analysis, Phylogenetic tree analysis, Statistical calculation, Validation, Variant calling, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Cross-assembly, Aggregation, Scatter plot plotting, Sequence assembly, Mapping assembly, Antimicrobial resistance prediction, Sequence contamination filtering, Sequencing quality control, Mapping, Phylogenetic tree generation, Base-calling, Genome assembly	2023-01-26	2024-07-26	9	True	False	False	True	samtools_fastx, ggplot2_heatmap, medaka_consensus_pipeline, bcftools_consensus, samtools_depth, barchart_gnuplot, abricate, flye, tp_cut_tool, taxonomy_krona_chart, kraken2, collapse_dataset, bedtools_getfastabed, collection_column_join, bcftools_norm, table_compute, fasta_merge_files_and_filter_unique_sequences, fastp, bandage_image, regex1, __FILTER_EMPTY_DATASETS__, Paste1, tp_split_on_column, split_file_to_collection, fastqc, Add_a_column1, __BUILD_LIST__, Cut1, Remove beginning1, add_line_to_file, param_value_from_file, tab2fasta, clair3, minimap2, fasttree, compose_text_param, krakentools_kreport2krona, clustalw, mlst, samtools_coverage, CONVERTER_gz_to_uncompressed, tp_find_and_replace, Grouping1, nanoplot, tp_replace_in_column, collection_element_identifiers, tp_head_tool, regexColumn1, fasta2tab, snpSift_extractFields, newick_display, multiqc, porechop, __FILTER_FAILED_DATASETS__, tp_multijoin_tool, Count1, tp_sorted_uniq, bamtools_split_mapped, krakentools_extract_kraken_reads, snpSift_filter, Grep1	UseGalaxy.eu		0		1607	2419	3.0	441
Microbiome	Binning of metagenomic sequencing data	https://training.galaxyproject.org//topics/microbiome/tutorials/metagenomics-binning/tutorial.html	Metagenomics, Sequence assembly	Sequence composition calculation, Genome assembly, Sequencing quality control, Sequence assembly validation, Statistical calculation, Validation	2023-12-05	2024-03-14	3	True	False	False	False	checkm_lineage_wf, megahit	GalaxyTrakr, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr		0		1524	1838	1.4666666666666666	0
Microbiome	QIIME 2 Moving Pictures	https://training.galaxyproject.org//topics/microbiome/tutorials/qiime2-moving-pictures/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis		2024-03-14	2024-03-14	1	external	False	False	False			UseGalaxy.eu, UseGalaxy.org, UseGalaxy.org.au, UseGalaxy.fr	0		103	155	4.066666666666666	0
Microbiome	QIIME 2 Cancer Microbiome Intervention	https://training.galaxyproject.org//topics/microbiome/tutorials/qiime2-cancer-microbiome-intervention/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis		2024-02-12	2024-03-14	3	external	False	False	False			UseGalaxy.eu, UseGalaxy.org, UseGalaxy.org.au, UseGalaxy.fr	0		106	199	2.1666666666666665	0
Microbiome	16S Microbial Analysis with mothur (short)	https://training.galaxyproject.org//topics/microbiome/tutorials/mothur-miseq-sop-short/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis	Sequence clustering, Phylogenetic tree reconstruction, DNA barcoding, Sequence read processing, Visualisation, Taxonomic classification, Sequencing quality control, Phylogenetic analysis, Phylogenetic tree generation, Phylogenetic tree analysis	2019-05-13	2024-06-14	5	True	False	False	True	XY_Plot_1, mothur_dist_seqs, mothur_chimera_vsearch, mothur_remove_groups, mothur_venn, mothur_heatmap_sim, mothur_rarefaction_single, mothur_cluster_split, mothur_classify_otu, collapse_dataset, mothur_filter_seqs, mothur_summary_single, mothur_cluster, mothur_classify_seqs, mothur_pre_cluster, mothur_screen_seqs, mothur_sub_sample, mothur_unique_seqs, mothur_remove_seqs, mothur_dist_shared, mothur_remove_lineage, mothur_summary_seqs, mothur_make_shared, newick_display, mothur_tree_shared, mothur_count_seqs, mothur_count_groups	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.cz, UseGalaxy.fr	0		1702	3158	5.75	9884
Microbiome	16S Microbial Analysis with mothur (extended)	https://training.galaxyproject.org//topics/microbiome/tutorials/mothur-miseq-sop/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis	Sequence clustering, Phylogenetic tree reconstruction, DNA barcoding, Sequence read processing, Visualisation, Taxonomic classification, Sequencing quality control, Phylogenetic analysis, Phylogenetic tree generation, Phylogenetic tree analysis	2017-02-12	2024-03-14	4	True	False	False	True	XY_Plot_1, mothur_dist_seqs, mothur_chimera_vsearch, mothur_remove_groups, mothur_venn, mothur_heatmap_sim, mothur_rarefaction_single, taxonomy_krona_chart, mothur_cluster_split, mothur_classify_otu, mothur_filter_seqs, mothur_summary_single, mothur_classify_seqs, mothur_cluster, mothur_pre_cluster, mothur_make_biom, mothur_seq_error, mothur_screen_seqs, mothur_sub_sample, mothur_unique_seqs, mothur_get_groups, mothur_remove_seqs, mothur_dist_shared, mothur_make_contigs, mothur_remove_lineage, mothur_align_seqs, mothur_summary_seqs, mothur_make_shared, newick_display, mothur_tree_shared, mothur_count_seqs, mothur_count_groups, mothur_taxonomy_to_krona	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	0		4471	6884	2.9833333333333334	0
Genome Annotation	Identification of AMR genes in an assembled bacterial genome	https://training.galaxyproject.org//topics/genome-annotation/tutorials/amr-gene-detection/tutorial.html	Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Sequence analysis, Infectious disease, Antimicrobial Resistance	Genome visualisation, Genome annotation, Read mapping	2024-01-23	2024-03-13	5	True	False	False	True	staramr_search, jbrowse, bakta, bowtie2, upload1, tbl2gff3, Grep1	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi	0		910	1291	3.033333333333333	0
