Suite ID	Suite owner	Description	To keep	Deprecated
blast_to_scaffold	artbio	Generate DNA scaffold from blastn or tblastx alignments of Contigs	False	False
blastparser_and_hits	artbio	Parse blast outputs and compile hits	False	False
blastx_to_scaffold	artbio	Generate DNA scaffold from blastx alignment of Contigs	False	False
blastxml_to_gapped_gff3	iuc	BlastXML to gapped GFF3	False	False
blastxml_to_top_descr	peterjc	Make table of top BLAST match descriptions	True	False
blat_coverage_report	devteam	Polymorphism of the Reads	False	False
blat_mapping	devteam	Coverage of the Reads in wiggle format	False	False
blobtoolkit	bgruening	Identification and isolation non-target data in draft and publicly available genome assemblies.	False	False
blockbuster	rnateam	Blockbuster detects blocks of overlapping reads using a gaussian-distribution approach.	False	False
blockclust	rnateam	BlockClust detects transcripts with similar processing patterns.	False	False
bp_genbank2gff3	iuc	Converts GenBank format files to GFF3	False	False
bracken	iuc	Bayesian Reestimation of Abundance with KrakEN	True	False
braker	genouest	BRAKER is a pipeline for fully automated prediction of protein coding gene structures with GeneMark-ES/ET and AUGUSTUS in novel eukaryotic genomes .	False	False
braker3	genouest	BRAKER3 is a pipeline for fully automated prediction of protein coding gene structures with GeneMark-ES/ET and AUGUSTUS in novel eukaryotic genomes .	False	False
brew3r_r	iuc	Extend 3' end of a GTF using another GTF as a template	False	False
bumbershoot	galaxyp		False	False
bundle_collections	nml	Tool to bundle up list collection into a single zip to be download	False	False
busco	iuc	BUSCO assess genome and annotation completeness	True	False
bwameth	iuc	Fast and accurate alignment of BS-seq reads	False	False
cactus	galaxy-australia	Cactus is a reference-free whole-genome multiple alignment program	False	False
calculate_contrast_threshold	iuc	Calculates a contrast threshold from the CDT file generated by ``tag_pileup_frequency``. The calculated values are then used to set a uniform contrast for all the heatmaps generated downstream.	False	False
calisp	galaxyp	Calgary approach to isotopes in proteomics	False	False
cami_amber	iuc	Evaluation package for the comparative assessment of genome reconstructions and taxonomic assignments	True	False
cap3	artbio	cap3 wrapper	False	False
cardinal	galaxyp	Statistical and computational tools for analyzing mass spectrometry imaging datasets	False	False
cd_hit	iuc	Cluster or compare biological sequence datasets	True	False
cd_hit_dup	devteam	simple tool for removing duplicates from sequencing reads	True	False
cemitool	iuc	Gene co-expression network analysis tool	True	False
champ_blocs	ecology	Compute indicators for turnover boulders fields	False	False
charts	iuc	Enables advanced visualization options in Galaxy Charts	False	False
checkm	iuc	Assess the quality of microbial genomes recovered from isolates, single cells, and metagenomes	True	False
checkm2	iuc	Rapid assessment of genome bin quality using machine learning	True	False
checkv	ufz	Assess quality of single-contig viral genomes	True	False
cherri	iuc	Computational Help Evaluating RNA-RNA interactions	False	False
chipseeker	rnateam	A tool for ChIP peak annotation and visualization	False	False
chira	iuc	Chimeric Read Annotator for RNA-RNA interactome data	False	False
chromeister	iuc	ultra-fast pairwise genome comparisons	False	False
chromosome_diagram	peterjc	Chromosome Diagrams using Biopython	False	False
circexplorer	bgruening	A combined strategy to identify circular RNAs (circRNAs and ciRNAs)	False	False
circexplorer2	iuc	Comprehensive and integrative circular RNA analysis toolset.	False	False
cite_seq_count	iuc	Count CMO/HTO	False	False
clair3	iuc	Symphonizing pileup and full-alignment for high-performance long-read variant calling	True	False
clc_assembly_cell	peterjc	Galaxy wrapper for the CLC Assembly Cell suite from CLCBio	False	False
climate_stripes	climate	Create climate stripes from a tabular input file	False	False
clinod	peterjc	NoD: a Nucleolar localization sequence detector for eukaryotic and viral proteins	True	False
clustalw	devteam	ClustalW multiple sequence alignment program for DNA or proteins	True	False
cmsearch_deoverlap	rnateam	removes lower scoring overlaps from cmsearch results.	True	False
cmv	rnateam	cmv is a collection of tools for the visualisation of Hidden Markov Models and RNA-family models.	False	False
codeml	iuc	Detects positive selection	True	False
cofold	rnateam	Cofold predicts RNA secondary structures that takes co-transcriptional folding into account.	False	False
cojac	iuc	co-occurrence of mutations on amplicons	True	False
colabfold	iuc	Protein prediction based on AlphaFold2	False	False
colibread	iuc	Colib'read tools are all dedicated to the analysis of NGS datasets without the need of any reference genome	False	False
collapse_collections	nml	Collection tool that collapses a list of files into a single datasset in order of appears in collection	False	False
combine_assemblystats	nml	Combine multiple Assemblystats datasets into a single tabular report	False	False
combine_json	nml	JSON collection tool that takes multiple JSON data arrays and combines them into a single JSON array.	False	False
combine_metaphlan2_humann2	bebatut	Combine MetaPhlAn2 and HUMAnN2 outputs to relate genus/species abundances and gene families/pathways abundances	False	False
combine_tabular_collection	nml	Combine Tabular Collection into a single file	False	False
compalignp	rnateam	Compute fractional identity between trusted alignment and test alignment	False	False
compare_humann2_output	bebatut	Compare outputs of HUMAnN2 for several samples and extract similar and specific information	True	False
compleasm	iuc	Compleasm: a faster and more accurate reimplementation of BUSCO	True	False
compute_motif_frequencies_for_all_motifs	devteam	Compute Motif Frequencies For All Motifs, motif by motif.	False	False
compute_motifs_frequency	devteam	Compute Motif Frequencies in indel flanking regions.	False	False
concoct	iuc	CONCOCT (Clustering cONtigs with COverage and ComposiTion) does unsupervised binning of metagenomic contigs byusing nucleotide composition - kmer frequencies - and coverage data for multiple samples. CONCOCT can accurately(up to species level) bin metagenomic contigs.	True	False
consalign	ecology	Tool to compute a consensus sequence from several aligned fasta sequences	False	False
consolidate_vcfs	nml	Combines freebayes and mpileup files for use by vcf2snvalignment	False	False
contig_annotation_tool	iuc	Contig Annotation Tool (CAT)	True	False
coprarna	rnateam	Target prediction for prokaryotic trans-acting small RNAs	False	False
cosg	iuc	Marker gene identification for single-cell sequencing data using COSG.	False	False
count_gff_features	devteam	Count GFF Features	False	False
count_roi_variants	peterjc	Count sequence variants in region of interest in BAM file	False	False
coverage_report	iuc	Generate Detailed Coverage Report from BAM file	False	False
coverage_stats	peterjc	BAM coverage statistics using samtools idxstats and depth	False	False
coverm	iuc	CoverM genome and contig wrappers	True	False
crispr_recognition_tool	bgruening	CRISPR Recognition Tool	False	False
crispr_studio	iuc	CRISPR Studio is a program developed to facilitate and accelerate CRISPR array visualization.	False	False
crosscontamination_barcode_filter	iuc	Barcode contamination discovery tool	False	False
cryptogenotyper	nml	CryptoGenotyper is a standalone tool to *in-silico*  determine species and subtype based on SSU rRNA and gp60 markers.	True	False
ctd_batch	devteam	CTD analysis of chemicals, diseases, or genes	False	False
cummerbund	devteam	Wrapper for the Bioconductor cummeRbund library	False	False
custom_pro_db	galaxyp	CustomProDB	False	False
custom_pro_db_annotation_data_manager	galaxyp	CustomProDB Annotation	False	False
cutadapt	lparsons	Flexible tool to remove adapter sequences (and quality trim) high throughput sequencing reads (fasta/fastq).	True	False
dada2	iuc	DADA2 wrappers	True	False
das_tool	iuc	DAS Tool for genome resolved metagenomics	True	False
data_exploration	ecology	Explore data through multiple statistical tools	False	False
data_manager_eggnog_mapper	galaxyp	downloads eggnog data for eggnog-mapper	False	False
data_manager_eggnog_mapper_abspath	galaxyp	download eggnog data for eggnog-mapper	False	False
data_manager_homer_preparse	iuc	HOMER (Hypergeometric Optimization of Motif EnRichment) is a suite of tools for Motif Discovery and next-gen sequencing analysis.	False	False
dbbuilder	galaxyp	Protein Database Downloader	False	False
decontam	iuc	Removes decontamination features (ASVs/OTUs) using control samples	True	False
decoyfasta	galaxyp	Galaxy tool wrapper for the transproteomic pipeline decoyFASTA tool.	False	False
deeparg	iuc	A deep learning based approach to predict Antibiotic Resistance Genes (ARGs) from metagenomes	True	False
deepsig	iuc	Predictor of signal peptides in proteins based on deep learning	False	False
delete_overlapping_indels	devteam	Delete Overlapping Indels from a chromosome indels file	False	False
deseq2	iuc	Differential gene expression analysis based on the negative binomial distribution	True	False
dewseq	rnateam	DEWSeq is a sliding window based peak caller for eCLIP/iCLIP data	False	False
dexseq	iuc	Inference of differential exon usage in RNA-Seq	False	False
dfast	ufz	Prokaryotic genome annotation	True	False
dia_umpire	galaxyp	DIA-Umpire analysis for data independent acquisition (DIA) mass spectrometry-based proteomics	False	False
dialignr	galaxyp	DIAlignR is an R package for retention time alignment of targeted mass spectrometric data, including DIA and SWATH-MS data. This tool works with MS2 chromatograms directly and uses dynamic programming for alignment of raw chromatographic traces. DIAlignR uses a hybrid approach of global (feature-based) and local (raw data-based) alignment to establish correspondence between peaks.	False	False
diamond	bgruening	DIAMOND is a new alignment tool for aligning short DNA sequencing reads to a protein reference database such as NCBI-NR.	True	False
diann	galaxyp	DiaNN (DIA-based Neural Networks) is a software for DIA/SWATH data processing.	False	False
diapysef	galaxyp	diapysef is a convenience package for working with DIA-PASEF data	False	False
diffacto	galaxyp	Diffacto comparative protein abundance estimation	False	False
disco	iuc	DISCO is a overlap-layout-consensus (OLC) metagenome assembler	True	False
divide_pg_snp	devteam	Separate pgSnp alleles into columns	False	False
dorina	rnateam	data source for RNA interactions in post-transcriptional regulation	False	False
dose_response_analysis_tool	ufz	A  tool for analyzing and visualizing the relationship between various doses and their corresponding biological responses	True	False
dot2ct	rnateam	Dot-Bracket to Connect Table (CT)	False	False
dotknot	bgruening	DotKnot is a heuristic method for pseudoknot prediction in a given RNA sequence	False	False
dram	iuc	DRAM for distilling microbial metabolism to automate the curation of microbiome function	True	False
drep	iuc	dRep compares and dereplicates genome sets	True	False
droplet_barcode_plot	ebi-gxa	Make a cell barcode plot for droplet single-cell RNA-seq QC	False	False
dropletutils	iuc	DropletUtils - Utilities for handling droplet-based single-cell RNA-seq data	False	False
earth	ecology	Access, process, visualise oceanographic data for the Earth System	False	False
ecoregionalization	ecology	Tools to compute ecoregionalization with BRT model predictions and clustering.	False	False
ectyper	nml	EC-Typer - in silico serotyping of Escherichia coli species	True	False
edger	iuc	Perform RNA-Seq differential expression analysis using edgeR pipeline	False	False
effectivet3	peterjc	Find bacterial type III effectors in protein sequences	True	False
eggnog_mapper	galaxyp	eggnog-mapper fast functional annotation of novel sequences	True	False
egsea	iuc	This tool implements the Ensemble of Gene Set Enrichment Analyses (EGSEA) method for gene set testing	False	False
emboss	iuc	Galaxy wrappers for EMBOSS6 tools	True	False
emboss_5	devteam	Galaxy wrappers for EMBOSS version 5.0.0 tools	True	False
emlassemblyline	ecology	Tools using EML Assembly Line R package to generate EML metadata from template metadata files and vice versa	False	False
encyclopedia	galaxyp	Mass Spec Data-Independent Acquisition (DIA) MS/MS analysis	False	False
erga_ear	bgruening	A tool to compile assembly reports and stastics from assembly pipeline	False	False
ete	earlhaminst	Analyse phylogenetic trees using the ETE Toolkit	True	False
ete_treeviewer	iuc	A toolkit for the analysis and visualization of trees.	True	False
evidencemodeler	iuc	EVidenceModeler (EVM) combines ab intio genetic predictions with protein and transcript alignments in weighted consensus genetic structures.	False	False
exomedepth	crs4	ExomeDepth: Calls copy number variants (CNVs) from targeted sequence data	False	False
exonerate	iuc	Exonerate is a generic tool for pairwise sequence comparison.	False	False
exparna	rnateam	ExpaRNA is a fast, motif-based comparison and alignment tool for RNA molecules.	False	False
export2graphlan	iuc	export2graphlan is a conversion software tool for producing both annotation and tree file for GraPhlAn	True	False
express	devteam	Quantify the abundances of a set of target sequences from sampled subsequences	False	False
ez_histograms	artbio	ggplot2 histograms and density plots	True	False
fairy	iuc	Fast approximate contig coverage for metagenomic binning	True	False
falco	iuc	A high throughput sequence QC analysis tool	True	False
fargene	iuc	fARGene (Fragmented Antibiotic Resistance Gene iENntifiEr )	True	False
fasta2bed	nml	Convert multiple fasta file into tabular bed file format	False	False
fasta_extract	nml	extract single fasta from multiple fasta file	False	False
fasta_filter_by_id	peterjc	Filter FASTA sequences by ID (DEPRECATED)	False	False
fasta_nucleotide_color_plot	iuc	Contains a tool that produces a graphical representation of FASTA data with each nucleotide represented by a selected color.	False	False
fasta_stats	iuc	Display summary statistics for a fasta file.	False	False
fastani	iuc	Fast alignment-free computation of whole-genome Average Nucleotide Identity	True	False
fastg2protlib	galaxyp	Generate FASTA from FASTG	False	False
fastk	iuc	FastK: A K-mer counter (for HQ assembly data sets)	True	False
fastp	iuc	Fast all-in-one preprocessing for FASTQ files	True	False
fastplong	iuc	Fastplong is used for ultrafast preprocessing and quality control for long reads (Nanopore, PacBio, Cyclone, etc.).	True	False
fastq_filter_by_id	peterjc	Filter FASTQ sequences by ID (DEPRECATED)	False	False
fastq_pair_names	peterjc	Extract FASTQ paired read names	False	False
fastq_paired_unpaired	peterjc	Divide FASTQ file into paired and unpaired reads	False	False
fastq_utils	ebi-gxa	Set of tools for handling fastq files	False	False
fastqc_stats	nml	Summary multiple FastQC into a single tabular line report	False	False
fastqe	iuc	FASTQE	True	False
fasttree	iuc	FastTree infers approximately-maximum-likelihood phylogenetic trees from alignments of nucleotide or protein sequences - GVL	True	False
feature_alignment	galaxyp	TRIC integrates information from all available runs via a graph-based alignment strategy	False	False
featurecounter	devteam	Feature coverage	False	False
featurecounts	iuc	featureCounts counts the number of reads aligned to defined masked regions in a reference genome	True	False
feelnc	iuc	Galaxy wrapper for FEELnc	False	False
feht	nml	Automatically identify makers predictive of groups.	False	False
fermikit	iuc	FermiKit is a de novo assembly based variant calling pipeline for deep Illumina resequencing data.	False	False
fgsea	iuc	Perform gene set testing using fgsea	False	False
filter_by_fasta_ids	galaxyp	Filter FASTA on the headers and/or the sequences	False	False
filter_density	nml	Filter out position based on distance between SNVs	False	False
filter_spades_repeats	nml	Remove short and repeat contigs/scaffolds	True	False
filter_stats	nml	SNVPhyl filter_stats	False	False
filter_transcripts_via_tracking	devteam	Filter Combined Transcripts	False	False
filter_vcf	nml	SNVPhyl filter_vcf	False	False
filtlong	iuc	Filtlong - Filtering long reads by quality	True	False
find_diag_hits	devteam	Find diagnostic hits	False	False
find_repeats	nml	Find repetitive regions on a reference genome using MUMMer	False	False
fishertest	artbio	Fisher's exact test on two-column hit lists.	False	False
flair	iuc	FLAIR (Full-Length Alternative Isoform analysis of RNA) for the correction, isoform definition, and alternative splicing analysis of noisy reads.	False	False
flash	iuc	Fast Length Adjustment of SHort reads	False	False
flashlfq	galaxyp	FlashLFQ mass-spectrometry proteomics label-free quantification	True	False
flye	bgruening	Assembly of long and error-prone reads.	True	False
format_metaphlan2_output	bebatut	Format MetaPhlAn2 output to extract abundance at different taxonomic levels	True	False
fraggenescan	iuc	Tool for finding (fragmented) genes in short read	True	False
fragpipe	galaxyp	Data analysis for mass spectrometry-based proteomics.	True	False
freyja	iuc	lineage abundances estimation	True	False
frogs	frogs	Suite for metabarcoding analysis	True	False
funannotate	iuc	Funannotate is a genome prediction, annotation, and comparison software package.	True	False
gafa	earlhaminst	Gene Align and Family Aggregator	False	False
gblocks	earlhaminst	Gblocks	False	False
gdal	ecology	Geospatial Data Abstraction Library tools are all dedicated to manipulate raster and vector geospatial data formats.	False	False
gecko	iuc	Ungapped genome comparison	False	False
gemini	bgruening	Glimmer makes gene predictions.	False	False
gemini	iuc	GEMINI: a flexible framework for exploring genome variation	False	False
geneiobio	iuc	Gene.iobio is an interactive tool for variant and trio analysis.	False	False
generate_pc_lda_matrix	devteam	Generate a Matrix for using PC and LDA	False	False
genomad	ufz	Identify virus and plasmid genomes from nucleotide sequences	True	False
genomic_super_signature	iuc	Interpretation of RNAseq experiments through robust, efficient comparison to public databases	False	False
get_orfs_or_cdss	peterjc	Search nucleotide sequences for open reading frames (ORFs), or coding sequences (CDSs)	False	False
getindelrates_3way	devteam	Estimate Indel Rates for 3-way alignments	False	False
getindels_2way	devteam	Fetch Indels from pairwise alignments	False	False
getmlst	nml	Download MLST datasets by species from pubmlst.org	True	False
getorganelle	iuc	GetOrganelle - This toolkit assembles organelle genomes from genomic skimming data.	False	False
gfastats	bgruening	Tool for generating sequence statistics and simultaneous genome assembly file manipulation.	False	False
gff3_rebase	iuc	Rebase a GFF against a parent GFF (e.g. an original genome)	False	False
gffread	devteam	gffread filters and/or converts GFF3/GTF2 records	False	False
ggplot2	iuc	ggplot2 is a system for declaratively creating graphics, based on The Grammar of Graphics.You provide the data, tell ggplot2 how to map variables to aesthetics, what graphical primitives to use,and it takes care of the details.	False	False
ggplot2_heatmap2	iuc	heatmap.2 function from the R gplots package	False	False
gi2taxonomy	devteam	Fetch taxonomic representation	True	False
glimmer_hmm	bgruening	GlimmerHMM is a new gene finder based on a Generalized Hidden Markov Model (GHMM)	True	False
gmaj	devteam	GMAJ Multiple Alignment Viewer	False	False
goenrichment	iuc	Performs GO Enrichment analysis.	True	False
goseq	iuc	goseq does selection-unbiased testing for category enrichment amongst differentially expressed (DE) genes for RNA-seq data	True	False
gotohscan	rnateam	Find subsequences in db	False	False
graphclust	bgruening	GraphClust can be used for structural clustering of RNA sequences.	False	False
graphclust_aggregate_alignments	rnateam	Aggregate and filter alignment metrics of individual clusters, like the output of graphclust_align_cluster.	False	False
graphclust_align_cluster	rnateam	Align predicted clusters of glob_report_no_align step with locarna and conservation analysis and visualizations.	False	False
graphclust_cmfinder	rnateam	Determines consensus motives for sequences.	False	False
graphclust_fasta_to_gspan	rnateam	Second step of GraphClust	False	False
graphclust_mlocarna	rnateam	MLocARNA computes a multiple sequence-structure alignment of RNA sequences.	False	False
graphclust_motif_finder_plot	rnateam	Plotting results for GraphClust	False	False
graphclust_nspdk	rnateam	Produces an explicit sparse feature encoding and copmutes global feature index and returns top dense sets.	False	False
graphclust_postprocessing	rnateam	Post-processing. Redundant clusters are merged and instances that belong to multiple clusters are assigned unambiguously. For every pair of clusters, the relative overlap (i.e. the fraction of instances that occur in both clusters) is computed and clusters are merged if the overlap exceeds 50%. instances that occur in both clusters) is computed and clusters are merged if the overlap exceeds 50%.	False	False
graphclust_postprocessing_no_align	rnateam	Redundant GraphClust clusters are merged and instances that belong to multiple clusters are assigned unambiguously.	False	False
graphclust_prepocessing_for_mlocarna	rnateam	This tool prepares files for locarna step.	False	False
graphclust_preprocessing	rnateam	Preprocessing input for GraphClust	False	False
graphlan	iuc	GraPhlAn is a software tool for producing high-quality circular representations of taxonomic and phylogenetic trees	True	False
graphmap	bgruening	Mapper for long, error-prone reads.	True	False
graphprot	rnateam	GraphProt models binding preferences of RNA-binding proteins.	False	False
groot	iuc	GROOT is a tool to type Antibiotic Resistance Genes (ARGs) in metagenomic samples	True	False
gsc_high_dimensions_visualisation	artbio	Generates PCA, t-SNE and HCPC visualisation	False	False
gtdb_to_taxdump	iuc	Convert GTDB taxonomy to NCBI taxdump format	True	False
gtdbtk	iuc	GTDB-Tk is a software tool kit for assigning objective taxonomic classifications to bacterial and archaeal genomesbased on the Genome Database Taxonomy GTDB. It is designed to work with recent advances that allow hundreds orthousands of metagenome-assembled genomes (MAGs) to be obtained directly from environmental samples. It can alsobe applied to isolate and single-cell genomes. 	True	False
gtf2gene_list	ebi-gxa	Utility to extract annotations from Ensembl GTF files.	False	False
gubbins	iuc	Gubbins - bacterial recombination detection	True	False
guppy_basecaller	artbio	A wrapper for the guppy basecaller tool from Oxford Nanopore Technologies	True	False
gwastools	iuc		False	False
halfdeep	iuc	HalfDeep: Automated detection of intervals covered at half depth by sequenced reads.	False	False
hamronization	iuc	Convert AMR gene detection tool output to hAMRonization specification format.	True	False
hapcut2	galaxy-australia	Robust and accurate haplotype assembly for diverse sequencing technologies	False	False
hapog	iuc	Hapo-G - Haplotype-Aware Polishing of Genomes	False	False
hardklor	galaxyp	Hardklör	False	False
hcluster_sg	earlhaminst	Hierarchically clustering on a sparse graph	False	False
hcluster_sg_parser	earlhaminst	Converts hcluster_sg 3-column output into lists of ids	False	False
heinz	iuc	An algorithm for identification of the optimal scoring subnetwork.	False	False
helixer	genouest	Gene calling with Deep Neural Networks	False	False
hgv_fundo	devteam	FunDO human genes associated with disease terms	False	False
hgv_hilbertvis	devteam	HVIS visualization of genomic data with the Hilbert curve	False	False
hicexplorer	bgruening	HiCExplorer: Set of programs to process, analyze and visualize Hi-C data.	False	False
hicstuff	iuc	A toolkit to generate and manipulate Hi-C matrices	False	False
hifiasm	bgruening	A fast haplotype-resolved de novo assembler	False	False
hifiasm_meta	galaxy-australia	A hifiasm fork for metagenome assembly using Hifi reads.	True	False
high_dim_heatmap	artbio	gplot heatmap.2 function adapted for plotting large heatmaps	False	False
hirieftools	galaxyp	HiRIEF tools	False	False
hirondelle_crim_ogc_api_processes	ecology	This tool is a wrapper for OGC API Processes coming from https://osf.io/gfbws/.	False	False
