Suite ID	Homepage	Suite source
mean_per_zone	https://github.com/NordicESMhub/galaxy-tools/blob/master/tools/mean-per-zone/	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/mean-per-zone
medenv	https://github.com/jeremyfix/medenv	https://github.com/jeremyfix/medenv
nfdi4earth_os4a_importer	https://onestop4all.nfdi4earth.de/	https://git.rwth-aachen.de/nfdi4earth/onestop4all/onestop4all-implementation/-/tree/develop
obisindicators	https://github.com/Marie59/obisindicators	https://github.com/galaxyecology/tools-ecology/tree/master/tools/obisindicators
ocean	https://github.com/Marie59/FE-ft-ESG/tree/main/ocean	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean
ocean_data_view_manager	https://github.com/Marie59/FE-ft-ESG/tree/main/ocean	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean_data_view_manager
ocean_neural_network	https://github.com/Marie59/FE-ft-ESG/tree/main/ocean	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean_neural_network
ogcProcess_otb_bandmath	https://github.com/AquaINFRA/galaxy	https://github.com/galaxyecology/tools-ecology/tree/master/tools/OtbBandMath
ogcProcess_otb_meanShiftSmoothing	https://github.com/AquaINFRA/galaxy	https://github.com/galaxyecology/tools-ecology/tree/master/tools/interpolation
pampa		https://github.com/ColineRoyaux/PAMPA-Galaxy
psy_maps	https://github.com/Chilipp/psy-maps	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/psy-maps
regionalgam	https://github.com/RetoSchmucki/regionalGAM	https://github.com/galaxyecology/tools-ecology/tree/master/tools/regionalgam
retrieve_bold	https://anaconda.org/conda-forge/r-bold	https://github.com/wpearman1996/MARES_database_pipeline/tree/master
sdmpredictors	https://cran.r-project.org/web/packages/sdmpredictors/index.html	https://github.com/galaxyecology/tools-ecology/tree/master/tools/sdmpredictors
shift_longitudes	https://github.com/NordicESMhub/galaxy-tools/blob/master/tools/shift-longitudes/	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/shift-longitudes
spocc_occ	https://cran.r-project.org/web/packages/spocc/index.html	https://github.com/galaxyecology/tools-ecology/tree/master/tools/spocc
srs_tools		https://github.com/Marie59/Sentinel_2A/srs_tools
stoceps		https://github.com/Alanamosse/Galaxy-E/tree/stoctool/tools/stoc
terrabyte_ogc_api_processes	https://github.com/AquaINFRA/galaxy	https://github.com/AquaINFRA/tools-ecology/tree/terrabyte_ogc_api_process
vigiechiro	https://www.vigienature-ecole.fr/les-observatoires/le-protocole-vigie-chiro	https://github.com/galaxyecology/tools-ecology/tree/master/tools/vigiechiro
xarray	http://xarray.pydata.org	https://github.com/galaxyecology/tools-ecology/tree/master/tools/data_manipulation/xarray/
xarray_import_data	http://xarray.pydata.org	https://github.com/galaxyecology/tools-ecology/tree/master/tools/xarray_import_data
zoo_project_ogc_api_processes	https://github.com/AquaINFRA/galaxy	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ogc_api_processes_wrapper
