Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
OMERO Nuclei Cell Counting, Image Import, Annotation and Region of Interests (ROIs) Workflow	WorkflowHub	1259	https://workflowhub.eu/workflows/1259?version=1	Riccardo Massei	fair, fair workflows, omero, rdm, workflows, bioimaging, imaging	2025-01-28	2025-03-03	1	1	20.0	ip_binary_to_labelimage, omero_import, omero_filter, omero_roi_import, ip_filter_standard, ip_2d_feature_extraction, tp_find_and_replace, ip_convertimage, imagej2_analyze_particles_binary, ip_histogram_equalization, ip_threshold, omero_metadata_import, tp_awk_tool, split_file_to_collection, param_value_from_file, tp_replace_in_column, collection_element_identifiers, Convert characters1	Image annotation, Image analysis, Visualisation, Data handling	Bioimaging, Imaging	MIT	10.48546/workflowhub.workflow.1259.1	UFZ - Image Data Management and Processing Workflows	True	False
OMERO Image Import, Annotation and Region of Interests (ROIs) Workflow	WorkflowHub	1258	https://workflowhub.eu/workflows/1258?version=1	Riccardo Massei, Matthias Bernt	fair, fair workflows, omero, rdm, workflows, bioimaging, imaging	2025-01-28	2025-03-03	1	1	7.0	omero_import, omero_roi_import, omero_metadata_import, split_file_to_collection, param_value_from_file, tp_replace_in_line, Convert characters1	Image analysis		MIT	10.48546/workflowhub.workflow.1258.1	UFZ - Image Data Management and Processing Workflows	True	False
YOLO training and segmentation workflow	https://usegalaxy.eu	751e3e2c338949c0	https://usegalaxy.eu/published/workflow?id=751e3e2c338949c0	nfdi4bioimage, Yi Sun, Arif Khan	yolo, bioimage	2025-06-16	2025-08-27	28	28		yolo_training, graphicsmagick_image_convert, ip_histogram_equalization, interactive_tool_anylabeling, json2yolosegment	Image annotation, Image analysis, Visualisation, Data handling		GPL-3.0-or-later			True	False
Voronoi segmentation with seed generation	https://usegalaxy.eu	7f8ff64c5ea03a9b	https://usegalaxy.eu/published/workflow?id=7f8ff64c5ea03a9b		imageanaylsis, segmentation, voronoi	2025-07-25	2025-07-25	6	6		ip_filter_standard, graphicsmagick_image_convert, ip_threshold, __EXTRACT_DATASET__, ip_split_image	Image annotation, Image analysis, Visualisation, Data handling		MIT			True	False
Voronoi segmentation for Astronomy on Legacy Survey data	https://usegalaxy.eu	bc78c184fabcff1d	https://usegalaxy.eu/published/workflow?id=bc78c184fabcff1d	Even Moa Myklebust, Riccardo Massei	segmentation, imageanaylsis, voronoi, astronomy	2025-05-08	2025-06-11	14	14		ip_binary_to_labelimage, image_math, colorize_labels, ip_filter_standard, ip_count_objects, ip_convertimage, ip_histogram_equalization, ip_threshold, __EXTRACT_DATASET__, astropy_fits2bitmap, desi_legacy_survey_astro_tool, ip_split_image, ip_overlay_images, voronoi_tessellation, ip_2d_feature_extraction, repeat_channels	Image annotation, Image analysis, Visualisation, Data handling		MIT			True	False
Segmentation and counting of cell nuclei in fluorescence microscopy images (release v0.1)	https://usegalaxy.eu	6fbd9b2274c62ebe	https://usegalaxy.eu/published/workflow?id=6fbd9b2274c62ebe	Leonid Kostrykin		2024-03-07	2025-04-25	1	1		ip_binary_to_labelimage, ip_filter_standard, ip_count_objects, ip_convertimage, ip_histogram_equalization, ip_threshold, ip_overlay_images	Image annotation, Image analysis, Visualisation, Data handling		MIT			True	False
Segmentation and counting of cell nuclei in fluorescence microscopy images (release v0.2)	https://usegalaxy.eu	dc8b78d093be59ae	https://usegalaxy.eu/published/workflow?id=dc8b78d093be59ae	Leonid Kostrykin		2024-11-21	2025-04-25	1	1		ip_binary_to_labelimage, ip_filter_standard, ip_count_objects, ip_convertimage, ip_histogram_equalization, ip_threshold, ip_overlay_images	Image annotation, Image analysis, Visualisation, Data handling		MIT			True	False
Voronoi segmentation	https://usegalaxy.eu	23030421cd9fcfb2	https://usegalaxy.eu/published/workflow?id=23030421cd9fcfb2	Even Moa Myklebust, Riccardo Massei	segmentation, imageanaylsis, voronoi	2025-04-22	2025-04-25	14	14		ip_binary_to_labelimage, image_math, colorize_labels, ip_filter_standard, ip_count_objects, ip_convertimage, ip_threshold, ip_overlay_images, voronoi_tessellation, ip_2d_feature_extraction, repeat_channels	Image annotation, Image analysis, Visualisation, Data handling		MIT			True	False
2025_Generic_Nuclei_Segmentation	https://usegalaxy.eu	1ffacb28226460ac	https://usegalaxy.eu/published/workflow?id=1ffacb28226460ac	Riccardo Massei	imageanaylsis, segmentation, nfdi4bioimage	2024-04-22	2025-03-07	19	19		ip_binary_to_labelimage, ip_filter_standard, ip_count_objects, ip_convertimage, ip_histogram_equalization, ip_threshold, ip_overlay_images, ip_2d_filter_segmentation_by_features, ip_2d_feature_extraction	Image annotation, Image analysis, Visualisation, Data handling		MIT			True	False
Nuclei Segmentation Example	https://usegalaxy.eu	7d7550ce7004d71e	https://usegalaxy.eu/published/workflow?id=7d7550ce7004d71e	Michele Bortolomeazzi	imageanaylsis	2024-09-11	2024-09-13	19	19		ip_binary_to_labelimage, idr_download_by_ids, ip_filter_standard, ip_histogram_equalization, ip_threshold, __EXTRACT_DATASET__, ip_overlay_images	Image annotation, Image analysis, Visualisation, Data handling		MIT			True	False
Co-registration of MSI image and real image with landmarks	https://usegalaxy.eu	64bb7a64877034dc	https://usegalaxy.eu/published/workflow?id=64bb7a64877034dc		massspectrometryimaging	2019-04-11	2020-06-22	11	11		ip_landmark_registration, ip_scale_image, tp_cat, addName, graphicsmagick_image_convert, ip_projective_transformation_points, ip_viz_overlay_moving_and_fixed_image, imagecoordinates_flipaxis, Remove beginning1, ip_coordinates_of_roi	Image analysis					True	False
Bruker spotlist conversion to annotation tabular file	https://usegalaxy.eu	739214a6dfa194e1	https://usegalaxy.eu/published/workflow?id=739214a6dfa194e1		massspectrometryimaging	2019-01-30	2019-04-11	14	14		tp_split_on_column, Remove beginning1, tp_replace_in_line, Cut1						True	False
Bruker ROI.xml conversion to annotation tabular file	https://usegalaxy.eu	1f3f6757de60d3cf	https://usegalaxy.eu/published/workflow?id=1f3f6757de60d3cf		massspectrometryimaging	2019-01-03	2019-04-11	14	14		Cut1, __RELABEL_FROM_FILE__, tp_cat, addName, tp_split_on_column, tp_replace_in_line, xpath						True	False
Segmentation and counting of cell nuclei in fluorescence microscopy images (release v0.1)	https://usegalaxy.org	a8e39acc103c3d6b	https://usegalaxy.org/published/workflow?id=a8e39acc103c3d6b	Leonid Kostrykin		2024-10-31	2025-04-25	1	1		ip_binary_to_labelimage, ip_filter_standard, ip_count_objects, ip_convertimage, ip_histogram_equalization, ip_threshold, ip_overlay_images	Image annotation, Image analysis, Visualisation, Data handling		MIT			True	False
Segmentation and counting of cell nuclei in fluorescence microscopy images (release v0.2)	https://usegalaxy.org	d47cddc372c88094	https://usegalaxy.org/published/workflow?id=d47cddc372c88094	Leonid Kostrykin		2024-11-21	2025-04-25	1	1		ip_binary_to_labelimage, ip_filter_standard, ip_count_objects, ip_convertimage, ip_histogram_equalization, ip_threshold, ip_overlay_images	Image annotation, Image analysis, Visualisation, Data handling		MIT			True	False
Segmentation and counting of cell nuclei in fluorescence microscopy images (release v0.2)	https://usegalaxy.org.au	8e28c3b252062b3b	https://usegalaxy.org.au/published/workflow?id=8e28c3b252062b3b	Leonid Kostrykin		2024-11-21	2025-04-25	1	1		ip_binary_to_labelimage, ip_filter_standard, ip_count_objects, ip_convertimage, ip_histogram_equalization, ip_threshold, ip_overlay_images	Image annotation, Image analysis, Visualisation, Data handling		MIT			True	False
