Galaxy wrapper id	Total tool usage (usegalaxy.eu)	No. of tool users (2022-2023) (usegalaxy.eu)	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu	https://usegalaxy.fr
fastqc_stats			FastQC_Summary	Summary multiple FastQC into a single tabular line report								To update	https://github.com/phac-nml/galaxy_tools	Sequence Analysis	fastqc_stats	nml	https://github.com/phac-nml/galaxy_tools	https://github.com/phac-nml/galaxy_tools/tree/master/tools/fastqc_stats	1.2	perl-bioperl	1.7.8	(0/1)	(0/1)	(0/1)	(0/1)
feht			feht	Automatically identify makers predictive of groups.								To update	https://github.com/phac-nml/galaxy_tools	Sequence Analysis	feht	nml	https://github.com/phac-nml/galaxy_tools	https://github.com/phac-nml/galaxy_tools/tree/master/tools/feht	0.1.0	feht	1.1.0	(0/1)	(0/1)	(0/1)	(0/1)
filter_spades_repeats			filter_spades_repeat	Remove short and repeat contigs/scaffolds								To update	https://github.com/phac-nml/galaxy_tools/	Assembly	filter_spades_repeats	nml	https://github.com/phac-nml/galaxy_tools/	https://github.com/phac-nml/galaxy_tools/tree/master/tools/filter_spades_repeats	1.0.1	perl-bioperl	1.7.8	(0/1)	(0/1)	(0/1)	(0/1)
getmlst			getmlst	Download MLST datasets by species from pubmlst.org								To update		Sequence Analysis	getmlst	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/getmlst	0.1.4.1	srst2	0.2.0	(0/1)	(0/1)	(0/1)	(0/1)
gnali			gnali	A tool to find nonessential, loss-of-function gene variants								Up-to-date	https://github.com/phac-nml/gnali/	Variant Analysis	gnali	nml	https://github.com/phac-nml/gnali/	https://github.com/phac-nml/galaxy_tools/tree/master/tools/gnali	1.1.0	gnali	1.1.0	(0/1)	(0/1)	(0/1)	(0/1)
hivtrace			hivtrace	An application that identifies potential transmission clusters within a supplied FASTA file with an option to find potential links against the Los Alamos HIV Sequence Database.								To update		Sequence Analysis	hivtrace	nml	https://github.com/phac-nml/galaxy_tools/tree/tools/hivtrace	https://github.com/phac-nml/galaxy_tools/tree/master/tools/hivtrace	1.0.1	hivtrace	1.5.0	(0/1)	(0/1)	(0/1)	(0/1)
kaptive			kaptive	Kaptive reports information about capsular (K) loci found in genome assemblies.								To update		Sequence Analysis	kaptive	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/kaptive	0.3.0	kaptive	2.0.6	(0/1)	(0/1)	(0/1)	(0/1)
kat_filter			kat_@EXECUTABLE@	Filtering kmers or reads from a database of kmers hashes								To update		Sequence Analysis	kat_filter	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/kat_filter	2.3	kat	2.4.2	(0/1)	(0/1)	(0/1)	(0/1)
kat_sect			kat_@EXECUTABLE@	SEquence Coverage estimator Tool. Estimates the coverage of each sequence in a file using K-mers from another sequence file.								To update			kat_sect	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/kat_sect	2.3	kat	2.4.2	(0/1)	(0/1)	(0/1)	(0/1)
mauve_contig_mover			mauve_contig_mover	Order a draft genome relative to a related reference genome								To update	https://github.com/phac-nml/mauve_contig_mover	Sequence Analysis	mauve_contig_mover	nml	https://github.com/phac-nml/mauve_contig_mover	https://github.com/phac-nml/galaxy_tools/tree/master/tools/mauve_contig_mover	1.0.10	mauve	2.4.0.r4736	(0/1)	(0/1)	(0/1)	(0/1)
mob_suite	89021.0	322.0	mob_recon, mob_typer	MOB-suite is a set of software tools for clustering, reconstruction and typing of plasmids from draft assemblies								To update	https://github.com/phac-nml/mob-suite	Sequence Analysis	mob_suite	nml	https://github.com/phac-nml/mob-suite	https://github.com/phac-nml/galaxy_tools/tree/master/tools/mob_suite	3.0.3	mob_suite	3.1.8	(0/2)	(2/2)	(2/2)	(2/2)
mrbayes			mrbayes	A program for the Bayesian estimation of phylogeny.								To update		Sequence Analysis	mrbayes	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/mrbayes	1.0.2	mrbayes	3.2.7	(0/1)	(0/1)	(0/1)	(0/1)
mykrobe_parser			mykrobe_parseR	RScript to parse the results of mykrobe predictor.								To update	https://github.com/phac-nml/mykrobe-parser	Sequence Analysis	mykrobe_parser	nml	https://github.com/phac-nml/mykrobe-parser	https://github.com/phac-nml/galaxy_tools/tree/master/tools/mykrobe_parser	0.1.4.1	r-base		(0/1)	(0/1)	(0/1)	(0/1)
pangolin	7276.0	259.0	pangolin	Phylogenetic Assignment of Named Global Outbreak LINeages								To update	https://github.com/hCoV-2019/pangolin	Sequence Analysis	pangolin	nml	https://github.com/hCoV-2019/pangolin	https://github.com/phac-nml/galaxy_tools/tree/master/tools/pangolin	1.1.14	pangolin	4.3	(1/1)	(1/1)	(1/1)	(1/1)
patrist			patrist	Extract Patristic Distance From a Tree								To update	https://gist.github.com/ArtPoon/7330231e74201ded54b87142a1d6cd02	Phylogenetics	patrist	nml	https://github.com/phac-nml/patrist	https://github.com/phac-nml/galaxy_tools/tree/master/tools/patrist	0.1.2	python		(0/1)	(0/1)	(0/1)	(0/1)
plasmid_profiler			plasmid_profiler	Explores plasmid content in WGS data								To update			plasmid_profiler	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/plasmid_profiler	0.1.6	r		(0/1)	(0/1)	(0/1)	(0/1)
plasmid_profiler_suite				Plasmid Profiler suite defining all dependencies for Plasmid Profiler								To update		Sequence Analysis	suite_plasmid_profiler	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/plasmid_profiler_suite				(0/1)	(0/1)	(0/1)	(0/1)
plasmidspades			plasmidspades	Genome assembler for assemblying plasmid								To update		Assembly	plasmidspades	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/plasmidspades	1.1	spades	3.15.5	(0/1)	(0/1)	(0/1)	(0/1)
pneumocat			pneumocat	Pneumococcal Capsular Typing of illumina fastq reads								Up-to-date	https://github.com/phe-bioinformatics/PneumoCaT	Variant Analysis	pneumocat	nml	https://github.com/phe-bioinformatics/PneumoCaT	https://github.com/phac-nml/galaxy_tools/tree/master/tools/pneumocat	1.2.1	pneumocat	1.2.1	(0/1)	(0/1)	(0/1)	(0/1)
promer			promer4_substitutions	Aligns two sets of contigs and reports amino acid substitutions between them								To update	https://github.com/phac-nml/promer	Assembly	promer	nml	https://github.com/phac-nml/promer	https://github.com/phac-nml/galaxy_tools/tree/master/tools/promer	1.2	python		(0/1)	(0/1)	(0/1)	(0/1)
pseudogenome			pseudogenome	Create a pseudogenome from a multiple fasta file either with a JCVI linker or custom length and characters.								To update	https://github.com/phac-nml/galaxy_tools	Sequence Analysis	pseudogenome	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/pseudogenome	1.0.0	perl-bioperl	1.7.8	(0/1)	(0/1)	(0/1)	(0/1)
quasitools			aacoverage, aavariants, callcodonvar, callntvar, complexity_bam, complexity_fasta, consensus, distance, dnds, drmutations, hydra, quality	A collection of tools for analysing Viral Quasispecies								Up-to-date	https://github.com/phac-nml/quasitools	Sequence Analysis	quasitools	nml	https://github.com/phac-nml/quasitools	https://github.com/phac-nml/galaxy_tools/tree/master/tools/quasitools	0.7.0	quasitools	0.7.0	(0/12)	(12/12)	(0/12)	(12/12)
refseq_masher			refseq_masher_contains, refseq_masher_matches	Find what genomes match or are contained within your sequence data using Mash_ and a Mash sketch database.								Up-to-date	https://github.com/phac-nml/refseq_masher	Sequence Analysis	refseq_masher	nml	https://github.com/phac-nml/refseq_masher	https://github.com/phac-nml/galaxy_tools/tree/master/tools/refseq_masher	0.1.2	refseq_masher	0.1.2	(0/2)	(0/2)	(0/2)	(2/2)
seqtk_nml			seqtk_nml_sample	Tool to downsample fastq reads								To update	https://github.com/lh3/seqtk	Sequence Analysis	seqtk_nml	nml	https://github.com/phac-nml/snvphyl-galaxy	https://github.com/phac-nml/galaxy_tools/tree/master/tools/seqtk_nml	1.0.1	seqtk	1.4	(0/1)	(0/1)	(0/1)	(0/1)
sistr_cmd	2489.0	133.0	sistr_cmd	SISTR in silico serotyping tool								To update	https://github.com/phac-nml/sistr_cmd	Sequence Analysis	sistr_cmd	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/sistr_cmd	1.1.1	sistr_cmd	1.1.2	(0/1)	(1/1)	(1/1)	(0/1)
smalt			smalt	SMALT aligns DNA sequencing reads with a reference genome.								Up-to-date	http://www.sanger.ac.uk/science/tools/smalt-0	Sequence Analysis	smalt	nml	https://sourceforge.net/projects/smalt/	https://github.com/phac-nml/galaxy_tools/tree/master/tools/smalt	0.7.6	smalt	0.7.6	(0/1)	(0/1)	(0/1)	(0/1)
spades_header_fixer			spades_header_fixer	Fixes Spades Fasta ids								To update	https://github.com/phac-nml/galaxy_tools	Fasta Manipulation	spades_fasta_header_fixer	nml	https://github.com/phac-nml/galaxy_tools	https://github.com/phac-nml/galaxy_tools/tree/master/tools/spades_header_fixer	1.1.2+galaxy1	sed		(0/1)	(0/1)	(0/1)	(0/1)
spatyper			spatyper	Determines SPA type based on repeats in a submitted staphylococcal protein A fasta file.								Up-to-date	https://github.com/HCGB-IGTP/spaTyper	Sequence Analysis	spatyper	nml	https://github.com/phac-nml/galaxy_tools/tree/master/tools/spatyper	https://github.com/phac-nml/galaxy_tools/tree/master/tools/spatyper	0.3.3	spatyper	0.3.3	(0/1)	(0/1)	(0/1)	(0/1)
spolpred			spolpred	A program for predicting the spoligotype from raw sequence reads								To update		Sequence Analysis	spolpred	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/spolpred	1.0.1	spolpred		(0/1)	(0/1)	(0/1)	(0/1)
srst2	205.0	22.0	srst2	Short Read Sequence Typing for Bacterial Pathogens								To update		Sequence Analysis	srst2	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/srst2	0.3.7	srst2	0.2.0	(0/1)	(0/1)	(1/1)	(0/1)
staramr	12673.0	889.0	staramr_search	Scan genome contigs against the ResFinder, PlasmidFinder, and PointFinder antimicrobial resistance databases.								Up-to-date	https://github.com/phac-nml/staramr	Sequence Analysis	staramr	nml	https://github.com/phac-nml/galaxy_tools/tree/master/tools/staramr	https://github.com/phac-nml/galaxy_tools/tree/master/tools/staramr	0.10.0	staramr	0.10.0	(1/1)	(1/1)	(1/1)	(1/1)
stringmlst			stringmlst	Rapid and accurate identification of the sequence type (ST)								To update		Sequence Analysis	stringmlst	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/stringmlst	1.1.0	stringMLST	0.6.3	(0/1)	(0/1)	(0/1)	(0/1)
tree_relabeler			tree_relabel	Relabels the tips of a newick formatted tree.								To update		Text Manipulation	tree_relabeler	nml	https://github.com/phac-nml/galaxy_tools/blob/master/tools/tree_relabeler	https://github.com/phac-nml/galaxy_tools/tree/master/tools/tree_relabeler	1.1.0	perl-bioperl	1.7.8	(0/1)	(0/1)	(0/1)	(0/1)
wade			wade	identify regions of interest								To update	https://github.com/phac-nml/wade	Sequence Analysis	wade	nml	https://github.com/phac-nml/wade	https://github.com/phac-nml/galaxy_tools/tree/master/tools/wade	0.2.5+galaxy1	wade	0.2.6	(0/1)	(0/1)	(0/1)	(0/1)
camera			abims_CAMERA_annotateDiffreport, abims_CAMERA_combinexsAnnos									To update		Metabolomics	camera	workflow4metabolomics		https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/camera	1.48.0	r-snow	0.4_1	(1/2)	(2/2)	(2/2)	(2/2)
correlation_analysis			correlation_analysis	[Metabolomics][W4M] Metabolites Correlation Analysis								To update	http://workflow4metabolomics.org	Metabolomics	correlation_analysis	workflow4metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/blob/master/tools/correlation_analysis/	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/correlation_analysis	1.0.1+galaxy0	r-batch	1.1_4	(0/1)	(0/1)	(0/1)	(1/1)
gcms2isocor			gcms2isocor	Corrective method dedicated to Isocor for calculating carbon isotopologue distribution from GCMS runs								To update	https://github.com/p2m2/p2m2tools	Metabolomics	gcms2isocor	workflow4metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/blob/master/tools/gcms2isocor/	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/gcms2isocor	0.2.1			(0/1)	(0/1)	(0/1)	(0/1)
genform	68.0		genform	genform: generation of molecular formulas by high-resolution MS and MS/MS data								To update	https://sourceforge.net/projects/genform/	Metabolomics	genform	workflow4metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/blob/master/tools/genform/	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/genform		genform	r8	(0/1)	(0/1)	(1/1)	(0/1)
influx_data_manager			influx_data_manager	Handling influx_si data inputs in Galaxy workflows								Up-to-date	https://github.com/MetaboHUB-MetaToul-FluxoMet/tools_w4m/	Metabolomics	influx_si_data_manager	workflow4metabolomics	https://github.com/MetaboHUB-MetaToul-FluxoMet/tools_w4m/tree/main/tools/influx_data_manager	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/influx_data_manager	1.0.2	influx-si-data-manager	1.0.2	(0/1)	(0/1)	(0/1)	(1/1)
influx_si			influx_si	metabolic flux estimation based on [in]stationary labeling								To update	https://github.com/sgsokol/influx	Metabolomics	influx_si	workflow4metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/blob/master/tools/influx_si/	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/influx_si	7.0.1	influx_si	7.0.3	(0/1)	(0/1)	(0/1)	(1/1)
ipo			ipo4retgroup, ipo4xcmsSet	[W4M][LC-MS] IPO								To update	https://github.com/rietho/IPO	Metabolomics	ipo	lecorguille	https://github.com/rietho/IPO	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/ipo	1.10.0	bioconductor-ipo	1.28.0	(0/2)	(0/2)	(0/2)	(0/2)
isoplot	2.0	1.0	isoplot	Isoplot is a software for the visualisation of MS data from C13 labelling experiments								To update		Metabolomics, Visualization	isoplot	workflow4metabolomics	https://github.com/llegregam/Isoplot/tree/main	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/isoplot	1.3.0+galaxy1	isoplot	1.3.1	(0/1)	(0/1)	(1/1)	(1/1)
kmd_hmdb_data_plot			kmd_hmdb_data_plot	retrieves data from KMD HMDB API and produce plot and csv file								To update	https://github.com/workflow4metabolomics/tools-metabolomics	Metabolomics	kmd_hmdb_data_plot	workflow4metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/blob/master/tools/kmd_hmdb_data_plot/	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/kmd_hmdb_data_plot	1.0.0	python		(0/1)	(0/1)	(0/1)	(0/1)
mixmodel4repeated_measures	47.0	2.0	mixmodel4repeated_measures	[Metabolomics][W4M][Statistics] Mixed models - Analysis of variance for repeated measures using mixed model								To update	http://workflow4metabolomics.org	Metabolomics	mixmodel4repeated_measures	workflow4metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/mixmodel4repeated_measures	3.1.0	r-lme4		(0/1)	(0/1)	(0/1)	(1/1)
ms2snoop			ms2snoop	[W4M][Utils] Extraction et nettoyage des spectre MS1/2 post-traitement MSPurity.								To update	http://workflow4metabolomics.org	Metabolomics	ms2snoop	workflow4metabolomics		https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/ms2snoop	2.2.1	r-base		(0/1)	(0/1)	(0/1)	(1/1)
nmr_annotation	47.0	3.0	NmrAnnotation	[Metabolomics][W4M][NMR] NMR Annotation - Annotation of complex mixture NMR spectra and metabolite proportion estimation								To update	http://workflow4metabolomics.org	Metabolomics	nmr_annotation	marie-tremblay-metatoul	https://github.com/workflow4metabolomics/nmr_annotation	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/nmr_annotation	3.0.0	r-batch	1.1_4	(0/1)	(0/1)	(1/1)	(1/1)
nmr_annotation2d			2DNmrAnnotation	[Metabolomics][W4M][NMR] NMR Annotation2D - Automatic annotation of bi-dimensional NMR spectra								To update	http://workflow4metabolomics.org	Metabolomics	2dnmrannotation	marie-tremblay-metatoul	https://github.com/workflow4metabolomics/tools-metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/nmr_annotation2d	2.0.0	r-batch	1.1_4	(0/1)	(0/1)	(0/1)	(1/1)
nmr_preprocessing	140.0	4.0	NMR_Preprocessing, NMR_Read	[Metabolomics][W4M][NMR] NMR Preprocessing - Preprocessing of 1D NMR spectra from FID to baseline correction								To update	http://workflow4metabolomics.org	Metabolomics	nmr_preprocessing	marie-tremblay-metatoul	https://github.com/workflow4metabolomics/nmr_preprocessing	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/nmr_preprocessing		r-batch	1.1_4	(0/2)	(2/2)	(2/2)	(2/2)
normalization	133.0	13.0	normalization	[Metabolomics][W4M][ALL] Normalization (operation applied on each individual spectrum) of preprocessed data								To update	http://workflow4metabolomics.org	Metabolomics	normalization	marie-tremblay-metatoul	https://github.com/workflow4metabolomics/normalization	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/normalization	1.0.7	r-batch	1.1_4	(0/1)	(1/1)	(1/1)	(1/1)
physiofit			physiofit	PhysioFit is a scientific tool designed to quantify cell growth parameters and uptake & production fluxes								To update	physiofit.readthedocs.io	Metabolomics	physiofit	workflow4metabolomics	https://github.com/MetaSys-LISBP/PhysioFit	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/physiofit	3.3.5	physiofit	3.3.6	(0/1)	(0/1)	(0/1)	(1/1)
physiofit_manager			physiofit_data_manager	Handling of physiofit input files								Up-to-date	https://github.com/MetaboHUB-MetaToul-FluxoMet/PhysioFit_Data_Manager	Metabolomics	physiofit_manager	workflow4metabolomics		https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/physiofit_manager	1.0.1	physiofit_data_manager	1.0.1	(0/1)	(0/1)	(0/1)	(1/1)
skyline2isocor			skyline2isocor	Converting skyline output to IsoCor input								Up-to-date	https://github.com/MetaboHUB-MetaToul-FluxoMet/Skyline2IsoCor	Metabolomics	skyline2isocor	workflow4metabolomics	https://github.com/MetaboHUB-MetaToul-FluxoMet/tools_w4m	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/skyline2isocor	1.0.0	skyline2isocor	1.0.0	(0/1)	(0/1)	(0/1)	(1/1)
xcms			abims_xcms_fillPeaks, abims_xcms_group, abims_xcms_refine, abims_xcms_retcor, abims_xcms_summary, abims_xcms_xcmsSet, msnbase_readmsdata, xcms_export_samplemetadata, xcms_merge, xcms_plot_chromatogram									To update	https://github.com/sneumann/xcms	Metabolomics	xcms	workflow4metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/xcms	3.12.0	bioconductor-xcms	4.0.0	(9/10)	(9/10)	(10/10)	(10/10)
apollo			create_account, feat_from_gff3, create_or_update, delete_features, delete_organism, export, fetch_jbrowse, iframe, list_organism	Access an Apollo instance from Galaxy								To update	https://github.com/galaxy-genome-annotation/python-apollo	Web Services		gga	https://github.com/galaxy-genome-annotation/galaxy-tools/tree/master/tools/apollo	https://github.com/galaxy-genome-annotation/galaxy-tools/tree/master/tools/apollo		apollo	4.2.13	(0/9)	(0/9)	(9/9)	(0/9)
askomics			askomics_integrate	Galaxy tools allowing to interact with a remote AskOmics server.AskOmics is a visual SPARQL query builder for RDF database.https://github.com/askomics/								To update	https://github.com/askomics/	Web Services		gga	https://github.com/galaxy-genome-annotation/galaxy-tools/tree/master/tools/askomics	https://github.com/galaxy-genome-annotation/galaxy-tools/tree/master/tools/askomics		askocli	0.5	(0/1)	(0/1)	(0/1)	(0/1)
chado			analysis_add_analysis, analysis_delete_analyses, analysis_get_analyses, export_export_fasta, export_export_gbk, export_export_gff3, expression_add_biomaterial, expression_add_expression, expression_delete_all_biomaterials, expression_delete_biomaterials, expression_get_biomaterials, feature_delete_features, feature_get_features, feature_load_fasta, feature_load_featureprops, feature_load_gff, feature_load_go, load_blast, load_interpro, organism_add_organism, organism_delete_all_organisms, organism_delete_organisms, organism_get_organisms, phylogeny_gene_families, phylogeny_gene_order, phylogeny_load_tree	Galaxy tools allowing to load data into a remote Chado database.Chado is a member of the GMOD family of tools.https://github.com/galaxy-genome-annotation/python-chado								To update	https://github.com/galaxy-genome-annotation/python-chado	Web Services		gga	https://github.com/galaxy-genome-annotation/galaxy-tools/tree/master/tools/chado	https://github.com/galaxy-genome-annotation/galaxy-tools/tree/master/tools/chado		python-chado	2.3.9	(0/26)	(0/26)	(0/26)	(0/26)
genenotebook			genenotebook_build	Galaxy tools allowing to load data into a GeneNoteBook database.https://genenotebook.github.io								Up-to-date	https://genenotebook.github.io	Web Services		gga	https://github.com/galaxy-genome-annotation/galaxy-tools/tree/master/tools/genenotebook	https://github.com/galaxy-genome-annotation/galaxy-tools/tree/master/tools/genenotebook	0.4.15	genoboo	0.4.15	(0/1)	(0/1)	(1/1)	(1/1)
